bandwidth,start_time_elapsed
4.229192,0.0
3.742976,5.0
4.213576,10.0
4.298856,15.0
4.071192,20.0
4.28488,25.0
4.283024,30.0
4.10496,35.0
3.949152,40.0
3.88696,45.0
3.885656,50.0
3.44704,55.0
2.163056,60.0
3.301304,65.0
4.213792,70.0
4.091576,75.0
4.268112,80.0
4.208376,85.0
4.265544,90.0
4.275456,95.0
3.903432,100.0
4.173088,105.0
3.160888,110.0
3.852312,115.0
1.972656,120.0
3.260728,125.0
4.325224,130.0
4.158952,135.0
4.1004,140.0
4.16524,145.0
3.567816,150.0
4.130608,155.0
4.048584,160.0
3.87452,165.0
4.29416,170.0
3.985832,175.0
4.250248,180.0
1.904616,185.0
4.447048,190.0
4.202072,195.0
4.294016,200.0
4.302472,205.0
4.218704,210.0
4.233552,215.0
4.121528,220.0
4.167624,225.0
4.133944,230.0
3.856632,235.0
4.174072,240.0
1.815536,245.0
4.074336,250.0
4.11232,255.0
4.146584,260.0
4.191264,265.0
4.064784,270.0
4.26496,275.0
3.343544,280.0
3.9098,285.0
2.929968,290.0
