bandwidth,start_time_elapsed
2.993864,0.0
2.216216,5.0
4.258776,10.0
2.321912,15.0
2.800648,20.0
3.510352,25.0
3.01432,30.0
3.70664,35.0
3.739728,40.0
3.737128,45.0
1.211672,50.0
3.296872,55.0
3.150168,60.0
3.128608,65.0
2.964872,70.0
4.43296,75.0
2.552248,80.0
3.793088,85.0
2.409512,90.0
3.349312,95.0
2.118464,100.0
2.734736,105.0
3.315584,110.0
3.498064,115.0
2.685832,120.0
2.41812,125.0
3.346296,130.0
3.06696,135.0
2.858528,140.0
3.654024,145.0
2.728192,150.0
3.545872,155.0
3.110776,160.0
4.333232,165.0
3.120032,170.0
3.422728,175.0
2.79584,180.0
3.020032,185.0
2.783344,190.0
2.374896,195.0
2.649512,200.0
3.235456,205.0
3.13344,210.0
2.072096,215.0
3.295496,220.0
3.520208,225.0
3.36716,230.0
2.675976,235.0
3.566568,240.0
3.304712,245.0
3.937528,250.0
3.411584,255.0
3.149744,260.0
2.314808,265.0
3.607944,270.0
3.609624,275.0
3.788528,280.0
3.03956,285.0
3.539504,290.0
