NLL.Sum,NLL.Mean
1.0,1.0
125.0,125.0
125.0,125.0
125.0,125.0
125.0,125.0
125.0,125.0
125.0,125.0
125.0,125.0
125.0,125.0
125.0,125.0
125.0,125.0
125.0,125.0
125.0,125.0
125.0,125.0
125.0,125.0
125.0,125.0
125.0,125.0
125.0,125.0
125.0,125.0
125.0,125.0
125.0,125.0
125.0,125.0
125.0,125.0
125.0,125.0
125.0,125.0
125.0,125.0
