start_time,end_time,size,trans_time,cwnd,rtt,rto,ssthresh,last_snd,min_rtt,delivery_rate,bytes_sent,bytes_retrans,client_trans_time
2020-08-24T14:03:39.950000Z,2020-08-24T14:03:40.076000Z,71.782,126.0,1647.0,62.043,0.0,0.0,0.0,60.924,18.793315,0.0,0.0,0.0
2020-08-24T14:03:40.076000Z,2020-08-24T14:03:40.149000Z,88.276,73.0,1708.0,62.303,0.0,0.0,0.0,60.924,1.270886,0.0,0.0,0.0
2020-08-24T14:03:40.150000Z,2020-08-24T14:03:40.267000Z,164.469,117.0,1708.0,62.096,0.0,0.0,0.0,60.924,1.536217,0.0,0.0,0.0
2020-08-24T14:03:40.267000Z,2020-08-24T14:03:40.395000Z,214.709,128.0,1708.0,62.281,0.0,0.0,0.0,60.924,2.58519,0.0,0.0,0.0
2020-08-24T14:03:40.395000Z,2020-08-24T14:03:40.523000Z,431.766,128.0,1708.0,62.459,0.0,0.0,0.0,60.924,2.892384,0.0,0.0,0.0
2020-08-24T14:03:40.523000Z,2020-08-24T14:03:40.671000Z,721.848,148.0,1708.0,62.376,0.0,0.0,0.0,60.924,6.39966,0.0,0.0,0.0
2020-08-24T14:03:40.672000Z,2020-08-24T14:03:40.803000Z,546.451,131.0,742.0,64.831,0.0,0.0,0.0,60.924,8.234711,0.0,0.0,0.0
2020-08-24T14:03:40.803000Z,2020-08-24T14:03:40.935000Z,687.784,132.0,756.0,62.232,0.0,0.0,0.0,60.924,8.376466,0.0,0.0,0.0
2020-08-24T14:03:41.741000Z,2020-08-24T14:03:41.861000Z,587.249,120.0,801.0,62.24,0.0,0.0,0.0,60.924,10.557362,0.0,0.0,0.0
2020-08-24T14:03:43.745999Z,2020-08-24T14:03:43.875000Z,671.323,129.0,968.0,62.267,0.0,0.0,0.0,60.924,10.557362,0.0,0.0,0.0
2020-08-24T14:03:45.500000Z,2020-08-24T14:03:45.623000Z,606.895,123.0,968.0,62.06,0.0,0.0,0.0,60.924,10.557362,0.0,0.0,0.0
