bandwidth,start_time_elapsed
3.057592,0.0
3.175728,5.0
3.158176,10.0
3.222736,15.0
3.221464,20.0
3.263288,25.0
3.238168,30.0
3.113232,35.0
3.188712,40.0
3.141424,45.0
2.151664,50.0
3.19448,55.0
2.915248,60.0
3.219688,65.0
3.125704,70.0
3.194312,75.0
3.212872,80.0
3.086816,85.0
3.217576,90.0
3.229744,95.0
3.168528,100.0
2.997472,105.0
3.158128,110.0
2.736224,115.0
2.679528,120.0
3.112248,125.0
3.244624,130.0
3.311344,135.0
3.187432,140.0
3.242976,145.0
3.095048,150.0
3.02112,155.0
3.156416,160.0
3.250872,165.0
3.198808,170.0
3.273944,175.0
3.25456,180.0
3.173424,185.0
2.835008,190.0
3.185216,195.0
3.299528,200.0
3.31192,205.0
3.16888,210.0
3.150928,215.0
3.202472,220.0
2.99968,225.0
3.045848,230.0
2.584696,235.0
3.247968,240.0
3.146864,245.0
3.251936,250.0
3.213496,255.0
3.105392,260.0
3.28376,265.0
3.138488,270.0
3.256312,275.0
3.147,280.0
3.278248,285.0
3.159328,290.0
