bandwidth,start_time_elapsed
3.957064,0.0
3.857,5.0
2.553872,10.0
3.860936,15.0
3.917584,20.0
3.960616,25.0
3.848296,30.0
3.935424,35.0
3.984344,40.0
3.759464,45.0
3.981312,50.0
3.876296,55.0
3.67984,60.0
3.444808,65.0
3.820592,70.0
3.905072,75.0
3.918264,80.0
3.900672,85.0
3.691344,90.0
3.914648,95.0
3.89464,100.0
3.49264,105.0
3.975472,110.0
3.739336,115.0
3.802872,120.0
2.926992,125.0
3.938528,130.0
3.866536,135.0
3.917576,140.0
3.798872,145.0
3.753616,150.0
3.939568,155.0
3.792232,160.0
3.865144,165.0
3.991304,170.0
3.877232,175.0
3.867664,180.0
3.715808,185.0
3.9636,190.0
3.861008,195.0
3.926232,200.0
3.985208,205.0
3.837856,210.0
3.954464,215.0
3.827232,220.0
3.481504,225.0
3.691816,230.0
3.850688,235.0
3.537352,240.0
3.128976,245.0
3.741584,250.0
3.62652,255.0
3.6028,260.0
3.762136,265.0
3.692944,270.0
3.564112,275.0
3.586592,280.0
3.726584,285.0
3.441424,290.0
