bandwidth,start_time_elapsed
2.056064,0.0
2.097032,5.0
2.062384,10.0
2.128848,15.0
2.052832,20.0
2.142664,25.0
2.137104,30.0
2.14972,35.0
2.13924,40.0
2.143112,45.0
2.13832,50.0
2.138632,55.0
2.131104,60.0
2.145584,65.0
2.099344,70.0
2.177472,75.0
2.131456,80.0
2.123896,85.0
2.107464,90.0
2.123568,95.0
2.088552,100.0
2.134944,105.0
2.136328,110.0
2.147208,115.0
2.144968,120.0
2.142112,125.0
2.14296,130.0
2.14504,135.0
1.663744,140.0
2.140984,145.0
2.102024,150.0
2.154896,155.0
2.137712,160.0
2.101632,165.0
2.169256,170.0
2.162544,175.0
2.145608,180.0
2.09852,185.0
2.150504,190.0
1.74544,195.0
2.15088,200.0
2.139256,205.0
2.125552,210.0
2.153544,215.0
2.078768,220.0
2.159072,225.0
2.143144,230.0
2.099384,235.0
2.12648,240.0
2.155808,245.0
2.12904,250.0
1.4868,255.0
2.123184,260.0
2.124752,265.0
2.112528,270.0
2.101952,275.0
2.154936,280.0
2.153448,285.0
2.109608,290.0
