bandwidth,start_time_elapsed
3.656736,0.0
3.328656,5.0
3.456296,10.0
3.443992,15.0
3.54412,20.0
3.293528,25.0
3.803008,30.0
3.738128,35.0
3.6644,40.0
3.580136,45.0
3.149656,50.0
3.010928,55.0
3.599984,60.0
3.40272,65.0
3.48272,70.0
3.738056,75.0
3.704368,80.0
3.371224,85.0
3.616992,90.0
3.510912,95.0
3.427816,100.0
3.741896,105.0
3.343944,110.0
2.836536,115.0
3.522808,120.0
3.671328,125.0
3.554968,130.0
3.78936,135.0
3.572968,140.0
3.678408,145.0
3.50044,150.0
3.522216,155.0
3.776848,160.0
2.792088,165.0
3.488328,170.0
3.625288,175.0
2.614472,180.0
2.983944,185.0
1.874312,190.0
3.055456,195.0
3.68948,200.0
3.562376,205.0
2.199928,210.0
3.435136,215.0
3.110376,220.0
3.723952,225.0
3.875904,230.0
3.799528,235.0
3.546032,240.0
2.654744,245.0
3.549008,250.0
3.461016,255.0
2.884352,260.0
3.775856,265.0
3.671984,270.0
3.813184,275.0
3.676208,280.0
2.978392,285.0
3.161608,290.0
