bandwidth,start_time_elapsed
2.300112,0.0
2.779256,5.0
2.489472,10.0
2.822552,15.0
2.870912,20.0
2.807296,25.0
2.806864,30.0
2.67036,35.0
2.797208,40.0
2.784536,45.0
2.855096,50.0
2.770128,55.0
2.728256,60.0
2.821288,65.0
2.700848,70.0
2.731288,75.0
2.800328,80.0
2.711048,85.0
2.7786,90.0
2.397472,95.0
2.638952,100.0
2.831976,105.0
2.399944,110.0
2.543704,115.0
2.725104,120.0
2.814736,125.0
2.657912,130.0
2.778536,135.0
3.357264,140.0
2.872528,145.0
2.870136,150.0
3.577512,155.0
2.43988,160.0
2.773904,165.0
2.832872,170.0
2.81168,175.0
2.832696,180.0
2.824968,185.0
2.8266,190.0
2.7694,195.0
2.8838,200.0
2.661192,205.0
2.712336,210.0
2.804544,215.0
2.725088,220.0
2.933176,225.0
2.742128,230.0
2.767536,235.0
2.700096,240.0
2.7142,245.0
2.68352,250.0
2.684,255.0
2.691056,260.0
2.487904,265.0
2.701232,270.0
2.92844,275.0
2.837344,280.0
2.778992,285.0
2.688016,290.0
