bandwidth,start_time_elapsed
2.95924,0.0
2.941728,5.0
2.800408,10.0
2.832616,15.0
2.846936,20.0
2.977544,25.0
2.95972,30.0
2.881744,35.0
2.718624,40.0
2.952792,45.0
2.940752,50.0
2.8826,55.0
2.974096,60.0
2.725376,65.0
2.718536,70.0
2.793056,75.0
2.872096,80.0
2.837216,85.0
2.916176,90.0
2.816152,95.0
3.111816,100.0
3.140304,105.0
3.118664,110.0
3.052864,115.0
3.044544,120.0
3.134816,125.0
3.12336,130.0
2.732096,135.0
3.09592,140.0
3.115936,145.0
3.1414,150.0
3.10028,155.0
3.151912,160.0
2.996456,165.0
3.170368,170.0
3.138552,175.0
3.113488,180.0
3.126176,185.0
3.129744,190.0
3.121472,195.0
2.939976,200.0
2.979544,205.0
3.110576,210.0
3.135704,215.0
3.008048,220.0
3.144848,225.0
2.968528,230.0
3.121104,235.0
3.139592,240.0
3.146064,245.0
3.11984,250.0
3.115104,255.0
3.119896,260.0
3.140408,265.0
3.074264,270.0
3.2106,275.0
3.140344,280.0
3.126744,285.0
2.987144,290.0
