bandwidth,start_time_elapsed
3.059472,0.0
3.080088,5.0
3.040536,10.0
2.954928,15.0
3.033624,20.0
3.061176,25.0
2.95492,30.0
2.991304,35.0
3.037176,40.0
2.465384,45.0
2.996512,50.0
3.053504,55.0
3.009504,60.0
2.943088,65.0
3.025424,70.0
2.578696,75.0
3.032584,80.0
3.059968,85.0
2.41648,90.0
3.03184,95.0
2.453552,100.0
2.404184,105.0
1.697528,110.0
3.081432,115.0
3.086384,120.0
2.633064,125.0
2.564216,130.0
2.299472,135.0
3.073344,140.0
3.100592,145.0
2.960816,150.0
3.02992,155.0
2.854416,160.0
3.086856,165.0
3.053304,170.0
3.051208,175.0
2.387128,180.0
3.092232,185.0
3.017032,190.0
1.881,195.0
2.493624,200.0
2.410688,205.0
2.444424,210.0
3.091064,215.0
2.887496,220.0
3.064984,225.0
3.062392,230.0
3.076632,235.0
3.048848,240.0
2.388944,245.0
3.053624,250.0
2.371856,255.0
2.998048,260.0
2.5406,265.0
3.084936,270.0
3.074944,275.0
2.409672,280.0
3.026976,285.0
3.000088,290.0
