bandwidth,start_time_elapsed
3.261544,0.0
4.146056,5.0
3.9188,10.0
2.801928,15.0
3.203784,20.0
3.290256,25.0
3.968048,30.0
3.969112,35.0
2.736512,40.0
1.893928,45.0
3.818904,50.0
2.752512,55.0
1.522904,60.0
2.40044,65.0
3.09172,70.0
2.90472,75.0
4.08348,80.0
1.912328,85.0
4.042216,90.0
3.501312,95.0
3.087944,100.0
3.152032,105.0
3.184352,110.0
3.485456,115.0
3.848928,120.0
3.443312,125.0
3.945416,130.0
4.123952,135.0
3.282824,140.0
3.266208,145.0
2.769336,150.0
3.399856,155.0
3.217544,160.0
3.683152,165.0
3.545888,170.0
3.636808,175.0
3.177376,180.0
3.380848,185.0
3.154208,190.0
3.747152,195.0
3.258208,200.0
3.54188,205.0
3.152104,210.0
3.334688,215.0
3.39824,220.0
3.57048,225.0
3.246976,230.0
4.162176,235.0
3.154328,240.0
2.349488,245.0
3.904312,250.0
3.966008,255.0
3.35924,260.0
4.036904,265.0
3.122504,270.0
3.722904,275.0
3.70152,280.0
4.580984,285.0
3.455376,290.0
