bandwidth,start_time_elapsed
3.734264,0.0
3.719008,5.0
4.619928,10.0
3.49908,15.0
3.788608,20.0
1.994136,25.0
2.646352,30.0
3.989616,35.0
3.7384,40.0
3.806504,45.0
3.676984,50.0
3.800464,55.0
4.471808,60.0
4.028024,65.0
4.703936,70.0
3.297744,75.0
3.74628,80.0
4.145408,85.0
4.396376,90.0
4.218808,95.0
3.874008,100.0
4.925264,105.0
4.10724,110.0
3.895624,115.0
1.980096,120.0
3.648512,125.0
4.217848,130.0
3.656992,135.0
4.227856,140.0
4.138136,145.0
4.279144,150.0
4.023536,155.0
2.189224,160.0
1.575584,165.0
3.833048,170.0
2.220536,175.0
3.688424,180.0
2.404016,185.0
3.4984,190.0
4.038416,195.0
4.654656,200.0
3.90168,205.0
4.000648,210.0
3.98648,215.0
3.99672,220.0
4.146904,225.0
2.28692,230.0
4.015288,235.0
4.557064,240.0
3.517872,245.0
3.038752,250.0
2.139456,255.0
3.638104,260.0
3.17792,265.0
4.367432,270.0
4.123936,275.0
3.956648,280.0
3.94632,285.0
4.057328,290.0
