bandwidth,start_time_elapsed
3.24724,0.0
3.155744,5.0
1.911712,10.0
3.248488,15.0
3.210648,20.0
3.1592,25.0
3.243824,30.0
3.250504,35.0
3.247288,40.0
3.149512,45.0
3.209888,50.0
3.26192,55.0
3.209408,60.0
3.227,65.0
3.240008,70.0
3.238416,75.0
3.1478,80.0
3.173,85.0
3.207384,90.0
3.226032,95.0
3.180544,100.0
3.205448,105.0
3.250328,110.0
3.172936,115.0
3.230528,120.0
3.14748,125.0
3.184384,130.0
3.18816,135.0
3.215536,140.0
2.931696,145.0
3.202448,150.0
3.099864,155.0
3.23392,160.0
3.194656,165.0
3.023368,170.0
3.179472,175.0
3.209944,180.0
3.196848,185.0
2.901536,190.0
3.249704,195.0
3.188624,200.0
3.19684,205.0
3.201936,210.0
3.191056,215.0
3.200456,220.0
3.23412,225.0
3.20576,230.0
3.200168,235.0
3.204944,240.0
3.261688,245.0
3.243384,250.0
3.245176,255.0
3.078624,260.0
3.221544,265.0
3.256048,270.0
3.152496,275.0
3.131088,280.0
3.052024,285.0
3.2664,290.0
