bandwidth,start_time_elapsed
2.729584,0.0
2.60912,5.0
2.72396,10.0
2.633112,15.0
3.075952,20.0
2.378448,25.0
2.742736,30.0
2.870064,35.0
3.570624,40.0
2.839688,45.0
2.66912,50.0
2.50136,55.0
2.492984,60.0
2.609456,65.0
3.080528,70.0
2.851008,75.0
2.91188,80.0
2.842664,85.0
2.90872,90.0
2.8816,95.0
2.870968,100.0
2.893904,105.0
2.553176,110.0
2.547016,115.0
3.904712,120.0
2.672776,125.0
2.84052,130.0
3.107608,135.0
3.110136,140.0
2.865912,145.0
1.528824,150.0
2.860136,155.0
2.887696,160.0
2.444344,165.0
2.903672,170.0
2.911032,175.0
2.872352,180.0
2.896872,185.0
2.857592,190.0
2.847864,195.0
4.349184,200.0
4.37864,205.0
4.709304,210.0
4.375008,215.0
4.411568,220.0
4.398664,225.0
4.840352,230.0
4.366264,235.0
4.380728,240.0
3.29924,245.0
3.6138,250.0
3.818904,255.0
4.40472,260.0
3.9318,265.0
4.412312,270.0
4.754432,275.0
4.362384,280.0
4.774472,285.0
4.385704,290.0
