bandwidth,start_time_elapsed
4.23036,0.0
3.884032,5.0
3.815976,10.0
4.156448,15.0
4.128376,20.0
3.785784,25.0
3.635704,30.0
3.818328,35.0
2.642056,40.0
3.649576,45.0
3.888232,50.0
4.279248,55.0
4.192784,60.0
4.05664,65.0
4.21784,70.0
4.032152,75.0
3.941888,80.0
3.78928,85.0
4.290656,90.0
4.3524,95.0
4.111128,100.0
3.678512,105.0
3.674152,110.0
4.110088,115.0
4.064792,120.0
3.51848,125.0
3.978944,130.0
4.080624,135.0
4.2118,140.0
4.03036,145.0
4.3912,150.0
3.864352,155.0
4.281448,160.0
3.914328,165.0
3.844272,170.0
4.00848,175.0
4.023776,180.0
3.97468,185.0
4.29692,190.0
3.698344,195.0
4.275688,200.0
4.416792,205.0
4.237768,210.0
4.209912,215.0
4.180568,220.0
3.946504,225.0
4.41752,230.0
3.818352,235.0
3.390424,240.0
4.274312,245.0
4.177864,250.0
4.218688,255.0
4.124968,260.0
4.374496,265.0
4.32308,270.0
4.181456,275.0
4.21824,280.0
4.218616,285.0
4.084152,290.0
