bandwidth,start_time_elapsed
2.606032,0.0
2.587296,5.0
2.574968,10.0
2.76828,15.0
2.540192,20.0
2.564304,25.0
2.566336,30.0
2.560584,35.0
2.5498,40.0
2.586304,45.0
2.565216,50.0
2.54288,55.0
2.34872,60.0
2.4074,65.0
1.863904,70.0
2.544008,75.0
2.546872,80.0
2.592112,85.0
2.561512,90.0
2.581224,95.0
2.547616,100.0
2.546608,105.0
2.59556,110.0
2.54936,115.0
2.611576,120.0
2.55504,125.0
2.551272,130.0
2.597528,135.0
2.562232,140.0
2.539352,145.0
2.533864,150.0
2.621496,155.0
2.479928,160.0
2.54668,165.0
2.609408,170.0
2.446328,175.0
2.567224,180.0
2.58632,185.0
2.509272,190.0
2.576624,195.0
2.56044,200.0
2.584048,205.0
2.611656,210.0
2.153992,215.0
2.849608,220.0
2.566768,225.0
2.064432,230.0
2.429352,235.0
2.569832,240.0
2.58276,245.0
2.610656,250.0
2.569952,255.0
2.585256,260.0
2.558224,265.0
2.544408,270.0
2.606584,275.0
2.596536,280.0
2.506504,285.0
2.534784,290.0
