bandwidth,start_time_elapsed
1.193936,0.0
1.673952,5.0
1.452824,10.0
1.437544,15.0
1.383,20.0
1.488608,25.0
1.38792,30.0
1.448152,35.0
1.586496,40.0
1.44824,45.0
1.452784,50.0
1.452112,55.0
1.487888,60.0
1.643928,65.0
1.435464,70.0
1.635856,75.0
1.473136,80.0
1.352552,85.0
1.62272,90.0
1.419824,95.0
1.403472,100.0
1.643224,105.0
1.676864,110.0
1.392832,115.0
1.385088,120.0
1.620536,125.0
1.432056,130.0
1.657464,135.0
1.638176,140.0
1.627568,145.0
1.363688,150.0
1.482552,155.0
1.424408,160.0
1.473696,165.0
1.53968,170.0
1.645888,175.0
1.674664,180.0
1.444232,185.0
1.432848,190.0
1.619968,195.0
1.625552,200.0
1.642608,205.0
1.622096,210.0
1.412752,215.0
1.63676,220.0
1.609632,225.0
1.677424,230.0
1.639864,235.0
1.412544,240.0
1.441456,245.0
1.42764,250.0
1.54448,255.0
1.498432,260.0
1.45336,265.0
1.60416,270.0
1.431952,275.0
1.45596,280.0
1.437304,285.0
1.453704,290.0
1.594624,295.0
