bandwidth,start_time_elapsed
3.384632,0.0
3.850296,5.0
3.889048,10.0
3.581232,15.0
3.805872,20.0
3.855616,25.0
3.826344,30.0
3.32784,35.0
3.874856,40.0
3.639632,45.0
3.84144,50.0
3.73892,55.0
3.785488,60.0
3.9048,65.0
3.485936,70.0
3.88104,75.0
3.867264,80.0
3.173888,85.0
3.339648,90.0
2.904048,95.0
3.888976,100.0
3.832472,105.0
3.881624,110.0
3.811144,115.0
3.865608,120.0
3.845728,125.0
3.892528,130.0
3.892216,135.0
3.898992,140.0
3.81396,145.0
3.839032,150.0
3.896,155.0
3.896992,160.0
3.819136,165.0
3.907496,170.0
3.896096,175.0
3.881072,180.0
3.889624,185.0
3.877496,190.0
3.754736,195.0
3.57148,200.0
3.834248,205.0
3.869896,210.0
3.799512,215.0
3.904432,220.0
3.753032,225.0
3.855112,230.0
3.324288,235.0
3.761928,240.0
3.298768,245.0
3.892976,250.0
3.846864,255.0
3.77208,260.0
3.824792,265.0
3.879144,270.0
3.896184,275.0
3.727632,280.0
3.890584,285.0
3.887944,290.0
