start_time,end_time,size,trans_time,cwnd,rtt,rto,ssthresh,last_snd,min_rtt,delivery_rate,bytes_sent,bytes_retrans,client_trans_time
2020-08-25T08:28:35.321999Z,2020-08-25T08:28:36.733000Z,89.143,1411.0,60.0,204.445,0.0,0.0,0.0,195.229,0.015514375,0.0,0.0,0.0
2020-08-25T08:28:36.734000Z,2020-08-25T08:28:37.677000Z,63.288,943.0,56.0,208.29,0.0,0.0,0.0,195.229,0.000836375,0.0,0.0,0.0
2020-08-25T08:28:37.677000Z,2020-08-25T08:28:39.692000Z,44.697,2015.0000000000002,56.0,211.674,0.0,0.0,0.0,195.229,0.000886375,0.0,0.0,0.0
2020-08-25T08:28:39.692000Z,2020-08-25T08:28:40.317000Z,25.203,625.0,46.0,211.483,0.0,0.0,0.0,195.229,0.00436625,0.0,0.0,0.0
2020-08-25T08:28:40.317000Z,2020-08-25T08:28:41.327000Z,58.294,1010.0,36.0,211.022,0.0,0.0,0.0,195.229,0.008101875,0.0,0.0,0.0
2020-08-25T08:28:41.328000Z,2020-08-25T08:28:42.776000Z,130.229,1448.0,36.0,205.45,0.0,0.0,0.0,195.229,0.01184625,0.0,0.0,0.0
2020-08-25T08:28:42.776000Z,2020-08-25T08:28:44.193999Z,111.795,1418.0,40.0,205.812,0.0,0.0,0.0,195.229,0.0114105,0.0,0.0,0.0
2020-08-25T08:28:44.193999Z,2020-08-25T08:28:45.949000Z,125.188,1755.0,40.0,206.576,0.0,0.0,0.0,195.229,0.01516025,0.0,0.0,0.0
2020-08-25T08:28:45.950000Z,2020-08-25T08:28:47.177999Z,105.071,1228.0,46.0,212.869,0.0,0.0,0.0,195.229,0.00336575,0.0,0.0,0.0
2020-08-25T08:28:47.178000Z,2020-08-25T08:28:49.273999Z,141.265,2096.0,46.0,208.007,0.0,0.0,0.0,195.229,0.00176375,0.0,0.0,0.0
2020-08-25T08:28:49.274000Z,2020-08-25T08:28:50.765000Z,36.845,1491.0,50.0,206.346,0.0,0.0,0.0,195.229,0.014804875,0.0,0.0,0.0
2020-08-25T08:28:50.764999Z,2020-08-25T08:28:52.302000Z,24.285,1537.0,50.0,206.218,0.0,0.0,0.0,195.229,0.00021375,0.0,0.0,0.0
2020-08-25T08:28:52.302000Z,2020-08-25T08:28:53.561000Z,30.186,1259.0,12.0,452.722,0.0,0.0,0.0,195.229,0.00475375,0.0,0.0,0.0
2020-08-25T08:28:53.560999Z,2020-08-25T08:28:55.724000Z,137.573,2163.0,43.0,277.412,0.0,0.0,0.0,195.229,0.00091675,0.0,0.0,0.0
2020-08-25T08:28:55.725000Z,2020-08-25T08:28:58.649999Z,324.344,2925.0,44.0,197.667,0.0,0.0,0.0,194.614,0.00024175,0.0,0.0,0.0
2020-08-25T08:28:58.651000Z,2020-08-25T08:28:59.420000Z,52.502,769.0,52.0,196.24,0.0,0.0,0.0,194.614,0.019394875,0.0,0.0,0.0
2020-08-25T08:28:59.421000Z,2020-08-25T08:29:00.073999Z,22.952,653.0,54.0,197.945,0.0,0.0,0.0,194.614,0.004550625,0.0,0.0,0.0
2020-08-25T08:29:00.074000Z,2020-08-25T08:29:01.932000Z,39.07,1858.0,37.0,198.72,0.0,0.0,0.0,194.614,0.014758375,0.0,0.0,0.0
2020-08-25T08:29:01.932999Z,2020-08-25T08:29:02.803000Z,71.742,870.0,54.0,196.102,0.0,0.0,0.0,194.614,0.000125875,0.0,0.0,0.0
