bandwidth,start_time_elapsed
2.236408,0.0
2.963776,5.0
3.413112,10.0
3.435368,15.0
3.297344,20.0
2.746328,25.0
2.992928,30.0
3.526568,35.0
1.445168,40.0
2.85108,45.0
2.741768,50.0
3.131944,55.0
2.946496,60.0
3.453544,65.0
3.292512,70.0
3.248008,75.0
3.124648,80.0
3.31788,85.0
2.878728,90.0
3.403624,95.0
3.198456,100.0
3.276184,105.0
2.84796,110.0
2.892696,115.0
3.20028,120.0
1.633856,125.0
3.326248,130.0
3.686288,135.0
2.743704,140.0
3.361968,145.0
3.450552,150.0
2.764728,155.0
3.251728,160.0
2.676392,165.0
2.67608,170.0
3.398616,175.0
3.333232,180.0
3.590272,185.0
3.164072,190.0
2.935688,195.0
2.877592,200.0
3.245296,205.0
3.090552,210.0
2.77716,215.0
3.605496,220.0
3.08512,225.0
3.400608,230.0
3.661864,235.0
2.995568,240.0
3.095336,245.0
3.082856,250.0
3.20848,255.0
3.064208,260.0
3.396,265.0
3.494536,270.0
2.862136,275.0
3.093704,280.0
1.45852,285.0
3.096408,290.0
