bandwidth,start_time_elapsed
3.250224,0.0
3.493448,5.0
3.29896,10.0
3.478776,15.0
3.436976,20.0
3.47492,25.0
3.39004,30.0
3.46552,35.0
3.4804,40.0
3.511216,45.0
3.46704,50.0
3.036776,55.0
3.054672,60.0
3.482632,65.0
3.448888,70.0
3.416208,75.0
3.424872,80.0
3.438048,85.0
3.51296,90.0
3.516784,95.0
3.2586,100.0
3.253328,105.0
2.89924,110.0
3.487736,115.0
3.348384,120.0
3.369088,125.0
3.477152,130.0
3.342704,135.0
3.39568,140.0
3.446616,145.0
3.527344,150.0
3.476144,155.0
3.370008,160.0
3.281768,165.0
3.300656,170.0
3.49928,175.0
3.466728,180.0
3.485568,185.0
3.523016,190.0
3.480072,195.0
3.273176,200.0
3.387432,205.0
3.469576,210.0
2.655232,215.0
3.306544,220.0
3.55092,225.0
3.466424,230.0
3.446776,235.0
3.33752,240.0
3.273776,245.0
3.467792,250.0
3.20088,255.0
3.316392,260.0
3.395896,265.0
3.391384,270.0
3.455368,275.0
3.499072,280.0
3.535776,285.0
3.278584,290.0
