bandwidth,start_time_elapsed
2.028784,0.0
2.060672,5.0
1.997864,10.0
2.070664,15.0
2.079472,20.0
2.034168,25.0
2.040208,30.0
2.045344,35.0
2.059296,40.0
2.07208,45.0
2.05608,50.0
2.055192,55.0
2.009504,60.0
2.034792,65.0
2.046832,70.0
1.98576,75.0
2.027416,80.0
2.047032,85.0
2.048248,90.0
2.051904,95.0
2.045536,100.0
2.05532,105.0
2.068856,110.0
2.062176,115.0
2.040504,120.0
2.025528,125.0
2.05252,130.0
2.02056,135.0
2.056736,140.0
2.03392,145.0
2.048544,150.0
2.055648,155.0
2.043368,160.0
2.043736,165.0
1.981448,170.0
2.029424,175.0
2.017168,180.0
1.944176,185.0
2.047472,190.0
2.053224,195.0
2.04544,200.0
2.021808,205.0
1.987768,210.0
2.005432,215.0
2.020392,220.0
2.05764,225.0
2.059504,230.0
2.06388,235.0
2.059424,240.0
2.061616,245.0
2.072872,250.0
2.024536,255.0
2.04628,260.0
2.0558,265.0
2.062592,270.0
2.046744,275.0
2.050776,280.0
2.04084,285.0
2.057008,290.0
