Capacity,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0
0.0,0.6794020606566964,0.26432699764018325,0.015033486732442763,0.002945532497905552,0.002945532497905552,0.002945532497905552,0.002945532497905552,0.002945532497905552,0.002945532497905552,0.002945532497905552,0.002945532497905552,0.002945532497905552,0.002945532497905552,0.002945532497905552,0.002945532497905552,0.002945532497905552,0.002945532497905552
0.5,0.22068114882326328,0.5243596365437558,0.2044182988664991,0.012261972310911317,0.00294453411196696,0.00294453411196696,0.00294453411196696,0.00294453411196696,0.00294453411196696,0.00294453411196696,0.00294453411196696,0.00294453411196696,0.00294453411196696,0.00294453411196696,0.00294453411196696,0.00294453411196696,0.00294453411196696
1.0,0.02028585557176729,0.21670650440153028,0.5148416185550255,0.2007405179244649,0.01209182969174699,0.0029444728212887628,0.0029444728212887628,0.0029444728212887628,0.0029444728212887628,0.0029444728212887628,0.0029444728212887628,0.0029444728212887628,0.0029444728212887628,0.0029444728212887628,0.0029444728212887628,0.0029444728212887628,0.0029444728212887628
1.5,0.002958448325653405,0.020285600412315107,0.21670335967664647,0.514834087932198,0.20073760807693683,0.0120916950754967,0.0029444727727957905,0.0029444727727957905,0.0029444727727957905,0.0029444727727957905,0.0029444727727957905,0.0029444727727957905,0.0029444727727957905,0.0029444727727957905,0.0029444727727957905,0.0029444727727957905,0.0029444727727957905
2.0,0.002958448071569013,0.002958448071569013,0.020285345260370163,0.21670021504428605,0.5148265575309345,0.2007346983150216,0.012091560463207062,0.0029444727243042455,0.0029444727243042455,0.0029444727243042455,0.0029444727243042455,0.0029444727243042455,0.0029444727243042455,0.0029444727243042455,0.0029444727243042455,0.0029444727243042455,0.0029444727243042455
2.5,0.0029584478174920965,0.0029584478174920965,0.0029584478174920965,0.020285090115932134,0.21669707050444495,0.514819027351226,0.20073178863871552,0.012091425854877897,0.002944472675814127,0.002944472675814127,0.002944472675814127,0.002944472675814127,0.002944472675814127,0.002944472675814127,0.002944472675814127,0.002944472675814127,0.002944472675814127
3.0,0.0029584475634226552,0.0029584475634226552,0.0029584475634226552,0.0029584475634226552,0.020284834979000695,0.21669392605711915,0.5148114973930622,0.2007288790480148,0.012091291250509036,0.0029444726273254347,0.0029444726273254347,0.0029444726273254347,0.0029444726273254347,0.0029444726273254347,0.0029444726273254347,0.0029444726273254347,0.0029444726273254347
3.5,0.0029584473093606884,0.0029584473093606884,0.0029584473093606884,0.0029584473093606884,0.0029584473093606884,0.020284579849575508,0.21669078170230452,0.5148039676564334,0.2007259695429157,0.0120911566501003,0.0029444725788381693,0.0029444725788381693,0.0029444725788381693,0.0029444725788381693,0.0029444725788381693,0.0029444725788381693,0.0029444725788381693
4.0,0.0029584470553061966,0.0029584470553061966,0.0029584470553061966,0.0029584470553061966,0.0029584470553061966,0.0029584470553061966,0.02028432472765624,0.21668763743999697,0.5147964381413298,0.20072306012341437,0.012091022053651515,0.0029444725303523303,0.0029444725303523303,0.0029444725303523303,0.0029444725303523303,0.0029444725303523303,0.0029444725303523303
