Capacity,Probability
0.0,0.058823529411764705
0.5,0.058823529411764705
1.0,0.058823529411764705
1.5,0.058823529411764705
2.0,0.058823529411764705
2.5,0.058823529411764705
3.0,0.058823529411764705
3.5,0.058823529411764705
4.0,0.058823529411764705
4.5,0.058823529411764705
5.0,0.058823529411764705
5.5,0.058823529411764705
6.0,0.058823529411764705
6.5,0.058823529411764705
7.0,0.058823529411764705
7.5,0.058823529411764705
8.0,0.058823529411764705
