bandwidth,start_time_elapsed
2.32416,0.0
2.352944,5.0
2.342256,10.0
2.345296,15.0
2.345344,20.0
2.254448,25.0
2.326432,30.0
2.336752,35.0
2.300064,40.0
2.454256,45.0
2.246552,50.0
2.307592,55.0
2.232712,60.0
2.264224,65.0
2.234696,70.0
2.269672,75.0
2.330008,80.0
2.328376,85.0
2.30172,90.0
2.34424,95.0
2.371688,100.0
1.326752,105.0
2.217184,110.0
2.314688,115.0
2.294272,120.0
2.284168,125.0
2.340528,130.0
2.285136,135.0
2.289032,140.0
2.339952,145.0
2.342976,150.0
2.319816,155.0
2.32808,160.0
2.304728,165.0
2.284448,170.0
2.290744,175.0
2.310272,180.0
2.286448,185.0
2.318024,190.0
2.338792,195.0
2.339344,200.0
2.312976,205.0
1.812192,210.0
2.340064,215.0
2.346344,220.0
2.334928,225.0
2.341064,230.0
2.343624,235.0
2.288376,240.0
2.324248,245.0
2.315304,250.0
2.314608,255.0
2.304864,260.0
2.362088,265.0
2.32484,270.0
2.358136,275.0
2.324304,280.0
2.304136,285.0
2.354352,290.0
