bandwidth,start_time_elapsed
4.286128,0.0
4.423008,5.0
4.455136,10.0
4.112384,15.0
3.997704,20.0
3.625248,25.0
4.119624,30.0
3.626792,35.0
4.194128,40.0
3.981104,45.0
4.056992,50.0
4.07424,55.0
4.11408,60.0
4.099752,65.0
4.073264,70.0
4.08448,75.0
3.6732,80.0
4.268584,85.0
3.933064,90.0
4.035032,95.0
4.033112,100.0
4.016864,105.0
3.579816,110.0
4.03148,115.0
4.2042,120.0
4.396104,125.0
4.209432,130.0
4.223992,135.0
3.592136,140.0
4.275384,145.0
4.078456,150.0
3.929448,155.0
4.030288,160.0
4.066472,165.0
3.747656,170.0
4.152344,175.0
4.271224,180.0
4.117496,185.0
4.249136,190.0
4.14616,195.0
4.095208,200.0
3.9148,205.0
4.216288,210.0
4.122744,215.0
4.031096,220.0
4.2214,225.0
3.766592,230.0
4.209672,235.0
4.140768,240.0
4.06604,245.0
4.0168,250.0
4.157288,255.0
4.04548,260.0
2.761304,265.0
3.946784,270.0
3.933552,275.0
3.636736,280.0
4.127352,285.0
4.09168,290.0
