bandwidth,start_time_elapsed
3.630144,0.0
3.7108,5.0
4.128056,10.0
3.262592,15.0
4.472024,20.0
3.31296,25.0
3.2026,30.0
4.159024,35.0
3.609832,40.0
4.8728,45.0
3.477192,50.0
3.223512,55.0
3.95012,60.0
4.522448,65.0
3.781912,70.0
3.109328,75.0
3.036144,80.0
4.022616,85.0
3.699296,90.0
4.47336,95.0
3.322888,100.0
3.258016,105.0
4.832496,110.0
1.77812,115.0
4.2668,120.0
3.03144,125.0
3.305864,130.0
4.367536,135.0
3.733424,140.0
3.498368,145.0
3.262552,150.0
3.213984,155.0
4.449256,160.0
3.941104,165.0
2.906096,170.0
4.62444,175.0
4.402472,180.0
4.098728,185.0
4.724664,190.0
3.4238,195.0
3.351672,200.0
4.457872,205.0
3.980768,210.0
3.737472,215.0
4.89364,220.0
4.17236,225.0
4.896664,230.0
4.004792,235.0
3.2932,240.0
3.5856,245.0
4.556384,250.0
4.4488,255.0
3.01092,260.0
4.852144,265.0
3.096384,270.0
3.841568,275.0
4.3782,280.0
4.840504,285.0
4.602648,290.0
