start_time,end_time,size,trans_time,cwnd,rtt,rto,ssthresh,last_snd,min_rtt,delivery_rate,bytes_sent,bytes_retrans,client_trans_time
2020-08-25T03:00:53.299000Z,2020-08-25T03:00:53.443000Z,7.082,144.0,928.0,73.368,0.0,0.0,0.0,62.736,9.381151,0.0,0.0,0.0
2020-08-25T03:00:53.444000Z,2020-08-25T03:00:53.581000Z,8.058,137.0,928.0,72.512,0.0,0.0,0.0,62.736,9.381151,0.0,0.0,0.0
2020-08-25T03:00:53.580999Z,2020-08-25T03:00:53.657000Z,8.388,76.0,928.0,80.015,0.0,0.0,0.0,62.736,9.381151,0.0,0.0,0.0
2020-08-25T03:00:53.656999Z,2020-08-25T03:00:53.731000Z,12.908,74.0,928.0,77.718,0.0,0.0,0.0,62.736,9.381151,0.0,0.0,0.0
2020-08-25T03:00:53.732000Z,2020-08-25T03:00:53.808000Z,18.646,76.0,928.0,74.722,0.0,0.0,0.0,62.736,9.381151,0.0,0.0,0.0
2020-08-25T03:00:53.808000Z,2020-08-25T03:00:53.888000Z,18.328,80.0,928.0,73.632,0.0,0.0,0.0,62.736,9.381151,0.0,0.0,0.0
2020-08-25T03:00:53.889000Z,2020-08-25T03:00:53.971000Z,47.045,82.0,928.0,72.278,0.0,0.0,0.0,62.736,9.381151,0.0,0.0,0.0
2020-08-25T03:00:53.972000Z,2020-08-25T03:00:54.063000Z,178.076,91.0,928.0,74.123,0.0,0.0,0.0,62.736,9.381151,0.0,0.0,0.0
2020-08-25T03:00:54.952000Z,2020-08-25T03:00:55.038000Z,109.532,86.0,928.0,73.386,0.0,0.0,0.0,62.736,9.381151,0.0,0.0,0.0
2020-08-25T03:00:56.950000Z,2020-08-25T03:00:57.032000Z,56.889,82.0,928.0,72.438,0.0,0.0,0.0,62.736,9.381151,0.0,0.0,0.0
2020-08-25T03:00:58.951000Z,2020-08-25T03:00:59.031000Z,66.218,80.0,928.0,72.662,0.0,0.0,0.0,62.736,9.381151,0.0,0.0,0.0
2020-08-25T03:01:00.952000Z,2020-08-25T03:01:01.030000Z,29.618,78.0,928.0,72.9,0.0,0.0,0.0,62.736,9.381151,0.0,0.0,0.0
2020-08-25T03:01:02.952000Z,2020-08-25T03:01:03.028000Z,26.476,76.0,949.0,73.15,0.0,0.0,0.0,62.736,9.381151,0.0,0.0,0.0
2020-08-25T03:01:04.955000Z,2020-08-25T03:01:05.035000Z,26.862,80.0,928.0,71.914,0.0,0.0,0.0,62.736,9.381151,0.0,0.0,0.0
2020-08-25T03:01:06.951000Z,2020-08-25T03:01:07.039000Z,26.94,88.0,928.0,71.994,0.0,0.0,0.0,62.736,9.381151,0.0,0.0,0.0
2020-08-25T03:01:08.952000Z,2020-08-25T03:01:09.029000Z,36.479,77.0,926.0,72.463,0.0,0.0,0.0,62.736,9.381151,0.0,0.0,0.0
2020-08-25T03:01:10.951000Z,2020-08-25T03:01:11.052000Z,253.079,101.0,926.0,72.351,0.0,0.0,0.0,62.736,9.381151,0.0,0.0,0.0
2020-08-25T03:01:12.782000Z,2020-08-25T03:01:12.897000Z,423.96,115.0,926.0,73.543,0.0,0.0,0.0,62.736,9.381151,0.0,0.0,0.0
2020-08-25T03:01:14.952000Z,2020-08-25T03:01:15.065999Z,396.485,114.0,926.0,72.591,0.0,0.0,0.0,62.736,9.381151,0.0,0.0,0.0
2020-08-25T03:01:16.952000Z,2020-08-25T03:01:17.076000Z,462.442,124.0,926.0,73.854,0.0,0.0,0.0,62.736,9.381151,0.0,0.0,0.0
