start_time,end_time,size,trans_time,cwnd,rtt,rto,ssthresh,last_snd,min_rtt,delivery_rate,bytes_sent,bytes_retrans,client_trans_time
2020-08-25T07:47:27.249999Z,2020-08-25T07:47:27.311000Z,45.163,61.0,14.0,24.242,0.0,0.0,0.0,16.356,0.147081,0.0,0.0,0.0
2020-08-25T07:47:27.311000Z,2020-08-25T07:47:27.341000Z,29.473,30.0,56.0,22.858,0.0,0.0,0.0,16.356,2.094303,0.0,0.0,0.0
2020-08-25T07:47:27.342000Z,2020-08-25T07:47:27.409000Z,93.253,67.0,71.0,20.78,0.0,0.0,0.0,12.091,2.008336,0.0,0.0,0.0
2020-08-25T07:47:27.409999Z,2020-08-25T07:47:27.517000Z,187.671,107.0,99.0,24.366,0.0,0.0,0.0,12.091,3.193126,0.0,0.0,0.0
2020-08-25T07:47:27.518000Z,2020-08-25T07:47:27.593999Z,463.288,76.0,165.0,22.894,0.0,0.0,0.0,12.091,3.311937,0.0,0.0,0.0
2020-08-25T07:47:27.595000Z,2020-08-25T07:47:27.685000Z,809.351,90.0,306.0,31.669,0.0,0.0,0.0,12.091,5.750843,0.0,0.0,0.0
2020-08-25T07:47:27.686000Z,2020-08-25T07:47:27.860000Z,429.588,174.0,449.0,38.243,0.0,0.0,0.0,12.091,10.504165,0.0,0.0,0.0
2020-08-25T07:47:27.860999Z,2020-08-25T07:47:27.931000Z,560.791,70.0,449.0,35.18,0.0,0.0,0.0,12.091,11.25491,0.0,0.0,0.0
2020-08-25T07:47:28.656999Z,2020-08-25T07:47:28.856000Z,488.176,199.0,449.0,46.184,0.0,0.0,0.0,12.091,12.731077,0.0,0.0,0.0
2020-08-25T07:47:30.729999Z,2020-08-25T07:47:30.931000Z,508.81,201.0,278.0,49.384,0.0,0.0,0.0,12.091,12.837865,0.0,0.0,0.0
2020-08-25T07:47:32.711000Z,2020-08-25T07:47:32.953999Z,592.09,243.0,284.0,26.033,0.0,0.0,0.0,12.091,9.549389,0.0,0.0,0.0
2020-08-25T07:47:34.755000Z,2020-08-25T07:47:34.822000Z,511.634,67.0,266.0,24.648,0.0,0.0,0.0,12.091,9.235705,0.0,0.0,0.0
2020-08-25T07:47:36.926000Z,2020-08-25T07:47:37.054000Z,642.355,128.0,266.0,23.644,0.0,0.0,0.0,12.091,10.319172,0.0,0.0,0.0
2020-08-25T07:47:38.911000Z,2020-08-25T07:47:38.973000Z,525.139,62.0,264.0,23.895,0.0,0.0,0.0,12.083,11.360025,0.0,0.0,0.0
