bandwidth,start_time_elapsed
2.835896,0.0
2.827352,5.0
2.815464,10.0
2.712776,15.0
2.59068,20.0
2.604368,25.0
2.497808,30.0
2.454264,35.0
2.528928,40.0
2.732968,45.0
2.793144,50.0
2.520288,55.0
2.801048,60.0
3.076608,65.0
2.657384,70.0
2.380368,75.0
2.490584,80.0
2.500384,85.0
2.612216,90.0
2.554424,95.0
3.283312,100.0
2.748256,105.0
2.969848,110.0
2.35768,115.0
2.065016,120.0
2.57692,125.0
2.917128,130.0
2.944728,135.0
1.773112,140.0
3.19432,145.0
2.564768,150.0
2.998912,155.0
2.850792,160.0
2.685656,165.0
2.901464,170.0
3.1442,175.0
2.941432,180.0
2.692472,185.0
3.87892,190.0
3.908216,195.0
2.963024,200.0
2.607656,205.0
2.746384,210.0
2.533728,215.0
2.85904,220.0
2.63096,225.0
2.199888,230.0
2.918232,235.0
2.510448,240.0
2.560384,245.0
2.799664,250.0
2.641992,255.0
2.93364,260.0
3.013736,265.0
2.800848,270.0
2.700856,275.0
2.448032,280.0
2.894416,285.0
2.589328,290.0
