bandwidth,start_time_elapsed
4.357264,0.0
4.330752,5.0
4.415016,10.0
4.401544,15.0
3.989192,20.0
4.340672,25.0
4.021184,30.0
4.37328,35.0
4.314968,40.0
4.365376,45.0
4.049336,50.0
4.36024,55.0
4.381632,60.0
3.982048,65.0
4.388544,70.0
4.393208,75.0
4.07636,80.0
4.4062,85.0
4.394264,90.0
4.041832,95.0
4.342624,100.0
4.35696,105.0
4.324704,110.0
4.031496,115.0
4.357904,120.0
2.74032,125.0
4.018856,130.0
4.355304,135.0
4.365288,140.0
3.991616,145.0
4.393824,150.0
4.370648,155.0
4.403496,160.0
4.327256,165.0
4.056832,170.0
4.380936,175.0
4.35144,180.0
4.358672,185.0
4.41684,190.0
4.388344,195.0
4.0264,200.0
4.35928,205.0
4.361248,210.0
4.38908,215.0
4.359824,220.0
4.0226,225.0
4.379208,230.0
4.400944,235.0
4.376408,240.0
4.25812,245.0
4.381256,250.0
4.42072,255.0
4.372032,260.0
4.382568,265.0
4.364304,270.0
4.3696,275.0
4.341328,280.0
4.357664,285.0
4.3704,290.0
