bandwidth,start_time_elapsed
4.022776,0.0
3.946936,5.0
4.29948,10.0
3.866112,15.0
3.229848,20.0
3.852792,25.0
3.636096,30.0
3.497008,35.0
3.649264,40.0
1.454592,45.0
1.303688,50.0
3.720216,55.0
4.160688,60.0
1.80016,65.0
1.42472,70.0
4.00112,75.0
2.719936,80.0
1.195176,85.0
4.226816,90.0
4.223848,95.0
4.192552,100.0
4.083728,105.0
2.389248,110.0
1.402808,115.0
4.072344,120.0
3.703096,125.0
3.748664,130.0
3.921032,135.0
4.269928,140.0
4.172312,145.0
4.05668,150.0
4.01824,155.0
3.587776,160.0
3.963968,165.0
2.60832,170.0
4.268744,175.0
3.768768,180.0
2.393096,185.0
4.15268,190.0
3.8732,195.0
1.646744,200.0
4.103336,205.0
1.599056,210.0
2.41556,215.0
1.753576,220.0
3.82952,225.0
3.208824,230.0
1.617288,235.0
1.513208,240.0
4.011768,245.0
3.35764,250.0
4.130656,255.0
3.68008,260.0
3.912352,265.0
4.224056,270.0
4.26236,275.0
4.031608,280.0
1.612448,285.0
4.0892,290.0
