bandwidth,start_time_elapsed
1.563024,0.0
3.27936,5.0
3.93008,10.0
2.90256,15.0
4.021376,20.0
2.011184,25.0
3.59792,30.0
4.102696,35.0
1.74332,40.0
3.504744,45.0
3.887776,50.0
3.743448,55.0
3.796576,60.0
4.11244,65.0
3.912808,70.0
3.6792,75.0
3.91088,80.0
3.828096,85.0
3.777912,90.0
3.76104,95.0
3.493808,100.0
1.95752,105.0
4.056384,110.0
3.637984,115.0
3.608336,120.0
3.717624,125.0
3.80044,130.0
3.696944,135.0
3.688584,140.0
3.91224,145.0
3.767576,150.0
3.057656,155.0
3.52184,160.0
3.46012,165.0
3.626032,170.0
3.640008,175.0
3.870576,180.0
3.87088,185.0
3.686112,190.0
3.915688,195.0
3.99912,200.0
3.84904,205.0
3.716288,210.0
3.763176,215.0
3.868624,220.0
2.70824,225.0
3.80772,230.0
3.741312,235.0
3.354064,240.0
3.566096,245.0
3.583768,250.0
3.855032,255.0
3.401656,260.0
3.865856,265.0
3.51568,270.0
3.742216,275.0
3.785184,280.0
3.16528,285.0
2.82,290.0
