bandwidth,start_time_elapsed
1.656856,0.0
1.511744,5.0
1.718912,10.0
1.75,15.0
1.714896,20.0
1.447664,25.0
1.736312,30.0
1.678168,35.0
1.470488,40.0
1.486664,45.0
1.599848,50.0
1.665408,55.0
1.55272,60.0
1.563376,65.0
1.653856,70.0
1.623608,75.0
1.630632,80.0
1.52484,85.0
1.658456,90.0
1.57892,95.0
1.621256,100.0
1.704432,105.0
1.693112,110.0
1.627296,115.0
1.678168,120.0
1.705528,125.0
1.735496,130.0
1.551072,135.0
1.77696,140.0
1.669552,145.0
1.76704,150.0
1.763352,155.0
1.53288,160.0
1.725176,165.0
1.752328,170.0
1.747472,175.0
1.719424,180.0
1.713408,185.0
1.578184,190.0
1.577392,195.0
1.7104,200.0
1.761096,205.0
1.715944,210.0
1.717304,215.0
1.137008,220.0
1.743968,225.0
1.66112,230.0
1.730456,235.0
1.391336,240.0
1.49528,245.0
1.462576,250.0
1.723336,255.0
1.71276,260.0
1.752008,265.0
1.73208,270.0
1.667992,275.0
1.759456,280.0
1.564784,285.0
1.623,290.0
