size,trans_time,cwnd,rtt,rto,ssthresh,last_snd,min_rtt,delivery_rate,start_time_elapsed,end_time_elapsed,throughput
30.382,310.0,10.0,91.505,292.0,2147483647.0,0.096,90.214,0.1284,0.0,0.31,0.7840516129032259
20.288,251.0,24.0,140.216,344.0,24.0,0.18,89.394,1.066232,0.311,0.562,0.6466294820717131
56.755,377.0,24.0,146.887,348.0,24.0,0.192,89.394,1.066232,0.562,0.939,1.2043501326259947
55.635000000000005,360.0,26.0,156.748,360.0,24.0,0.176,89.394,1.594152,0.94,1.3,1.2363333333333335
44.464,325.0,28.0,160.465,364.0,24.0,0.188,89.394,1.598416,1.301,1.626,1.0944984615384614
44.82,335.0,28.0,161.843,364.0,24.0,0.208,89.394,1.454,1.627,1.962,1.0703283582089553
51.41499999999999,364.0,29.0,164.345,368.0,24.0,0.212,89.394,1.499408,1.962,2.326,1.13
53.125,372.0,31.0,180.304,384.0,24.0,0.224,89.394,1.491,2.327,2.699,1.14247311827957
924.046,5000.0,31.0,178.54700000000005,380.0,24.0,0.22,89.394,1.48848,2.702,7.702,1.4784736
95.183,548.0,93.0,521.4,724.0,24.0,0.552,89.394,1.626288,7.704,8.252,1.3895328467153285
46.055,307.0,93.0,269.726,580.0,24.0,0.324,89.394,1.681984,8.253,8.56,1.2001302931596092
879.41,4318.0,93.0,203.375,492.0,24.0,0.244,89.394,1.681984,8.563,12.881,1.629291338582677
46.572,310.0,318.0,1423.279,1696.0,24.0,1.448,89.394,1.687072,12.882,13.192,1.2018580645161292
47.001,307.0,318.0,299.62,1204.0,24.0,0.208,89.394,1.736896,13.193,13.5,1.2247817589576546
884.322,4319.0,318.0,237.39,1084.0,24.0,0.284,89.394,1.736896,13.503,17.822,1.6380125028941885
47.593,322.0,553.0,2519.454,3152.0,24.0,2.552,89.394,1.673032,17.823,18.145,1.1824347826086958
874.609,4542.0,553.0,410.353,2028.0,24.0,0.216,89.394,1.659192,18.148,22.69,1.5404826067811537
62.334,450.0,777.0,4054.609,5516.0,24.0,4.092,89.394,1.57156,22.692,23.142,1.10816
55.761,406.0,777.0,413.34,3068.0,24.0,0.292,89.394,1.383088,23.142,23.548,1.0987389162561576
1049.17,5574.0,777.0,315.047,2900.0,24.0,0.392,89.394,1.383088,23.551,29.125,1.5058055256548262
57.586,367.0,777.0,5256.278,7036.0,24.0,5.36,89.394,1.543672,29.125,29.492,1.2552806539509536
48.163,318.0,777.0,460.21,4060.0,24.0,0.184,89.394,1.716544,29.493,29.811,1.2116477987421383
856.956,4291.0,777.0,262.59900000000005,3860.0,24.0,0.304,89.394,1.716544,29.814,34.105,1.5976807271032394
52.572,351.0,777.0,4033.055,6488.0,24.0,4.136,89.394,1.63732,34.106,34.457,1.1982222222222223
641.414,3473.0,777.0,479.099,3280.0,24.0,0.216,89.394,1.615336,34.459,37.932,1.4774868989346386
36.912,303.0,777.0,3166.301,5620.0,24.0,3.284,89.394,1.52144,37.933,38.236,0.9745742574257426
828.091,4754.0,777.0,644.674,2900.0,24.0,0.224,89.394,1.52144,38.239,42.993,1.3935061001262095
58.373000000000005,421.0,777.0,4376.209,6588.0,24.0,4.48,89.394,1.426064,42.994,43.415,1.109225653206651
62.352,437.0,777.0,459.839,3496.0,24.0,0.264,89.394,1.388264,43.416,43.853,1.1414553775743705
1023.238,5580.0,777.0,343.93800000000005,3332.0,24.0,0.416,89.394,1.388264,43.856,49.436,1.4670078853046595
51.377,361.0,777.0,5250.914,7328.0,24.0,5.364,89.394,1.499776,49.437,49.798,1.1385484764542937
35.059,269.0,777.0,560.499,4172.0,24.0,0.188,89.394,1.5956159999999997,49.799,50.068,1.0426468401486988
828.4599999999999,4274.0,777.0,268.913,3876.0,24.0,0.256,89.394,1.5956159999999997,50.07,54.344,1.5506972391202618
67.114,425.0,777.0,4029.913,6576.0,24.0,4.12,89.394,1.588328,54.345,54.77,1.2633223529411766
1012.229,5408.0,777.0,361.235,3156.0,24.0,0.26,89.394,1.650648,54.773,60.181,1.497380177514793
46.289,333.0,777.0,5081.129,7352.0,24.0,5.188,89.394,1.52488,60.181,60.514,1.1120480480480481
44.901,333.0,777.0,662.636,4172.0,24.0,0.188,89.394,1.548224,60.515,60.848,1.0787027027027027
1122.816,6040.0,777.0,291.145,3796.0,24.0,0.316,89.394,1.548224,60.852,66.892,1.4871735099337748
50.07900000000001,339.0,777.0,5726.124000000001,8292.0,24.0,5.828,89.394,1.517704,66.893,67.232,1.1818053097345134
58.996,377.0,777.0,579.601,4504.0,24.0,0.168,89.394,1.6818,67.233,67.61,1.2519045092838197
65.04599999999999,412.0,777.0,300.233,4224.0,24.0,0.356,89.394,1.6818,67.611,68.023,1.263029126213592
952.777,4908.0,777.0,319.996,3848.0,24.0,0.4,89.394,1.6818,68.027,72.935,1.5530187449062756
50.957,349.0,777.0,4619.575,6780.0,24.0,4.716,89.394,1.583816,72.936,73.285,1.1680687679083095
53.061,354.0,777.0,565.4209999999999,3760.0,24.0,0.204,89.394,1.627336,73.286,73.64,1.1991186440677966
954.841,4976.0,777.0,287.391,3444.0,24.0,0.336,89.394,1.627336,73.644,78.62,1.535114147909968
43.436,311.0,777.0,4700.773,6984.0,24.0,4.796,89.394,1.566968,78.621,78.932,1.1173247588424438
978.867,5268.0,777.0,688.52,3936.0,24.0,0.18,89.394,1.626176,78.936,84.204,1.486510250569476
50.016,363.0,777.0,4853.527,7908.0,24.0,4.964,89.394,1.514328,84.205,84.568,1.1022809917355372
45.177,338.0,777.0,591.1809999999999,3952.0,24.0,0.212,89.394,1.526424,84.569,84.907,1.0692781065088757
1023.782,5336.0,777.0,286.434,3636.0,24.0,0.324,89.394,1.526424,84.91,90.246,1.5349055472263868
53.35000000000001,355.0,777.0,5044.082,7464.0,24.0,5.148,89.394,1.569144,90.247,90.602,1.2022535211267606
122.006,694.0,777.0,494.64200000000005,3960.0,24.0,0.192,89.394,1.637072,90.603,91.297,1.4064092219020172
46.229,334.0,777.0,561.634,4024.0,24.0,0.652,89.394,1.637072,91.297,91.631,1.1072814371257484
924.27,4957.0,777.0,282.986,3340.0,24.0,0.316,89.394,1.637072,91.634,96.591,1.49166027839419
43.03,311.0,777.0,4682.81,6624.0,24.0,4.784,89.394,1.52676,96.592,96.903,1.1068810289389068
945.076,4918.0,777.0,686.418,3916.0,24.0,0.172,89.394,1.616416,96.906,101.824,1.5373338755591703
49.804,338.0,777.0,4523.805,7560.0,24.0,4.62,89.394,1.572064,101.825,102.163,1.1787928994082841
40.167,281.0,777.0,501.982,3624.0,24.0,0.196,89.394,1.6230560000000005,102.164,102.445,1.1435444839857651
764.762,3820.0,777.0,250.44,3332.0,24.0,0.268,89.394,1.6230560000000005,102.447,106.267,1.6015958115183244
59.26200000000001,377.0,777.0,3594.964,5784.0,24.0,3.688,89.394,1.642016,106.268,106.645,1.2575490716180373
791.195,3978.0,777.0,378.509,2884.0,24.0,0.244,89.394,1.667384,106.648,110.626,1.5911412770236302
26.203,215.0,777.0,3694.151,5748.0,24.0,3.788,89.394,1.631432,110.626,110.841,0.9749953488372093
823.098,4283.0,777.0,1069.146,3584.0,24.0,0.16,89.394,1.631432,110.844,115.127,1.5374233014242353
43.108,313.0,777.0,3860.188,6452.0,24.0,3.948,89.394,1.572176,115.128,115.441,1.1018019169329072
48.08299999999999,329.0,777.0,604.155,3280.0,24.0,0.196,89.394,1.612944,115.442,115.771,1.169191489361702
1243.918,6257.0,777.0,283.445,2860.0,24.0,0.312,89.394,1.612944,115.776,122.033,1.590433754195301
21.01,194.0,1200.0,5684.755,7644.0,24.0,5.708,89.394,1.621264,122.033,122.227,0.8663917525773197
38.685,273.0,1200.0,2035.233,5344.0,24.0,0.156,89.394,1.621264,122.228,122.501,1.1336263736263736
385.03100000000006,1978.0,1200.0,480.365,4172.0,24.0,0.24,89.394,1.621264,122.502,124.48,1.557253791708797
420.111,2132.0,1200.0,1792.696,5484.0,24.0,1.892,89.394,1.621264,124.481,126.613,1.5764015009380863
1126.582,5576.0,1200.0,1804.892,4520.0,24.0,1.896,89.394,1.653352,126.616,132.192,1.616329985652798
49.26899999999999,358.0,1200.0,5090.134,7064.0,24.0,5.204,89.394,1.645448,132.192,132.55,1.1009832402234634
55.42,385.0,1200.0,640.047,4132.0,24.0,0.256,89.394,1.472072,132.551,132.936,1.1515844155844157
1206.106,6157.0,1200.0,321.791,3588.0,24.0,0.368,89.394,1.472072,132.94,139.097,1.5671346434952087
66.711,402.0,1200.0,5900.441,8296.0,24.0,5.988,89.394,1.596272,139.098,139.5,1.3275820895522388
39.013,270.0,1200.0,426.042,4424.0,24.0,0.244,89.394,1.729808,139.5,139.77,1.1559407407407407
40.853,276.0,1200.0,241.648,4148.0,24.0,0.26,89.394,1.729808,139.77,140.046,1.184144927536232
1000.48,4998.0,1200.0,222.827,3496.0,24.0,0.276,89.394,1.729808,140.05,145.048,1.60140856342537
47.978,324.0,1200.0,4799.336,6792.0,24.0,4.892,89.394,1.632712,145.049,145.373,1.184641975308642
