bandwidth,start_time_elapsed
2.446712,0.0
2.60972,5.0
2.509936,10.0
2.420016,15.0
2.572136,20.0
2.664608,25.0
2.592792,30.0
2.656784,35.0
2.630136,40.0
2.648656,45.0
2.521712,50.0
2.55456,55.0
2.534632,60.0
2.66208,65.0
2.580744,70.0
2.618984,75.0
2.62676,80.0
2.676072,85.0
2.667176,90.0
2.55208,95.0
2.658696,100.0
2.5952,105.0
2.639744,110.0
2.57416,115.0
2.331936,120.0
2.56348,125.0
2.591448,130.0
2.521752,135.0
2.633216,140.0
2.474,145.0
2.566584,150.0
2.562768,155.0
2.632472,160.0
2.665456,165.0
2.448968,170.0
2.240048,175.0
2.574496,180.0
2.412592,185.0
2.620168,190.0
2.547944,195.0
2.659568,200.0
2.648416,205.0
2.665184,210.0
2.669584,215.0
2.662184,220.0
2.301176,225.0
2.47156,230.0
2.451552,235.0
2.586776,240.0
2.623816,245.0
2.669696,250.0
2.573744,255.0
2.592352,260.0
2.483464,265.0
2.655784,270.0
2.655824,275.0
2.445744,280.0
2.673288,285.0
2.534464,290.0
