bandwidth,start_time_elapsed
2.915304,0.0
2.876032,5.0
2.882752,10.0
2.690424,15.0
2.801792,20.0
2.941832,25.0
2.83692,30.0
2.202992,35.0
2.877744,40.0
2.928704,45.0
2.84612,50.0
2.834144,55.0
2.93992,60.0
2.935808,65.0
2.9196,70.0
2.868776,75.0
2.843816,80.0
2.871016,85.0
2.93816,90.0
2.92812,95.0
2.83712,100.0
2.934656,105.0
2.204288,110.0
2.37176,115.0
2.939768,120.0
2.93904,125.0
2.918416,130.0
2.93568,135.0
2.749232,140.0
2.931672,145.0
2.861912,150.0
2.864752,155.0
2.940352,160.0
2.874952,165.0
2.839232,170.0
2.680784,175.0
2.885672,180.0
2.786952,185.0
2.912432,190.0
2.924744,195.0
2.930016,200.0
2.900528,205.0
2.910728,210.0
2.108272,215.0
2.386488,220.0
2.832472,225.0
2.384424,230.0
2.921728,235.0
2.884136,240.0
2.938224,245.0
2.905816,250.0
2.93252,255.0
2.586328,260.0
2.93652,265.0
2.937848,270.0
2.919592,275.0
2.938696,280.0
2.935008,285.0
2.934688,290.0
