bandwidth,start_time_elapsed
3.500056,0.0
3.97752,5.0
3.669232,10.0
4.004088,15.0
3.584936,20.0
3.984472,25.0
3.89952,30.0
3.961344,35.0
3.86248,40.0
3.93892,45.0
3.712256,50.0
2.304704,55.0
3.447768,60.0
3.927272,65.0
3.82804,70.0
4.013456,75.0
3.709784,80.0
3.780528,85.0
3.475848,90.0
3.992648,95.0
3.740104,100.0
3.209864,105.0
3.954392,110.0
3.370856,115.0
1.855808,120.0
3.728248,125.0
4.281152,130.0
3.963592,135.0
4.146688,140.0
3.913256,145.0
3.397816,150.0
3.856488,155.0
3.917584,160.0
3.17036,165.0
3.404744,170.0
4.02492,175.0
3.738776,180.0
3.606608,185.0
3.723008,190.0
3.847096,195.0
2.646632,200.0
3.907064,205.0
3.655192,210.0
4.00076,215.0
3.995288,220.0
3.904768,225.0
3.874808,230.0
2.515744,235.0
3.573808,240.0
3.973752,245.0
4.201704,250.0
3.464848,255.0
3.839024,260.0
4.021008,265.0
3.65576,270.0
3.782032,275.0
4.084232,280.0
4.157032,285.0
2.86408,290.0
