NLL.Sum,NLL.Mean
9.0,9.0
9.0,9.0
9.0,9.0
9.0,9.0
9.0,9.0
9.0,9.0
9.0,9.0
9.0,9.0
9.0,9.0
9.0,9.0
9.0,9.0
