bandwidth,start_time_elapsed
4.672632,0.0
4.937448,5.0
4.671856,10.0
4.607712,15.0
4.757736,20.0
4.942856,25.0
4.950064,30.0
4.958064,35.0
4.965632,40.0
4.942168,45.0
4.934568,50.0
4.955464,55.0
4.721896,60.0
4.350912,65.0
4.738456,70.0
4.94136,75.0
4.969088,80.0
4.631248,85.0
4.646376,90.0
4.699864,95.0
4.952056,100.0
4.94468,105.0
4.940328,110.0
4.608104,115.0
4.949848,120.0
4.944928,125.0
4.411384,130.0
4.942776,135.0
3.667392,140.0
4.950712,145.0
4.944552,150.0
4.637264,155.0
4.966424,160.0
4.636984,165.0
4.940496,170.0
4.83552,175.0
4.939832,180.0
4.915344,185.0
4.692304,190.0
4.933704,195.0
4.9448,200.0
4.934256,205.0
4.936328,210.0
4.61208,215.0
4.941048,220.0
4.941648,225.0
4.942552,230.0
4.925792,235.0
4.863312,240.0
4.865048,245.0
3.665848,250.0
3.64892,255.0
3.663728,260.0
4.560776,265.0
4.941584,270.0
4.937456,275.0
4.933208,280.0
4.943016,285.0
4.936624,290.0
