bandwidth,start_time_elapsed
3.18332,0.0
3.200928,5.0
3.209904,10.0
3.257648,15.0
3.2148,20.0
3.131504,25.0
3.170536,30.0
3.046824,35.0
2.94196,40.0
3.08716,45.0
3.12308,50.0
3.186712,55.0
2.960248,60.0
2.964224,65.0
3.210896,70.0
3.248728,75.0
3.243216,80.0
3.259296,85.0
3.213704,90.0
3.227832,95.0
3.238744,100.0
2.880456,105.0
2.84956,110.0
3.257512,115.0
3.213096,120.0
3.268104,125.0
3.2508,130.0
3.135256,135.0
3.199688,140.0
3.20384,145.0
2.953744,150.0
2.894064,155.0
2.885344,160.0
3.009824,165.0
3.094208,170.0
3.087744,175.0
3.0372,180.0
2.946632,185.0
3.084376,190.0
3.192056,195.0
3.215624,200.0
3.209664,205.0
3.16076,210.0
3.049256,215.0
2.823792,220.0
3.139632,225.0
2.859976,230.0
3.116784,235.0
2.994448,240.0
2.868784,245.0
3.2042,250.0
3.304856,255.0
3.209808,260.0
3.176848,265.0
3.236664,270.0
3.079104,275.0
2.810928,280.0
3.14572,285.0
2.853128,290.0
