bandwidth,start_time_elapsed
2.98256,0.0
3.837472,5.0
3.28228,10.0
3.95628,15.0
3.177272,20.0
3.152384,25.0
2.890984,30.0
3.102848,35.0
3.942568,40.0
3.392272,45.0
3.034312,50.0
2.533064,55.0
3.876256,60.0
3.767808,65.0
4.19592,70.0
4.304704,75.0
4.321112,80.0
3.706032,85.0
3.103416,90.0
4.260192,95.0
3.386784,100.0
2.683512,105.0
3.43788,110.0
3.413448,115.0
4.2146,120.0
3.47816,125.0
3.7626,130.0
3.112296,135.0
4.223928,140.0
3.133936,145.0
4.201776,150.0
3.123872,155.0
2.042928,160.0
4.238352,165.0
3.472376,170.0
3.42116,175.0
3.250144,180.0
3.660096,185.0
3.478664,190.0
3.93876,195.0
4.255232,200.0
3.615864,205.0
3.44444,210.0
3.427192,215.0
4.300072,220.0
3.113336,225.0
4.226304,230.0
3.597248,235.0
3.761736,240.0
3.16604,245.0
4.384248,250.0
3.485816,255.0
3.38092,260.0
3.312288,265.0
4.29328,270.0
3.23332,275.0
3.89196,280.0
3.276768,285.0
4.07856,290.0
