bandwidth,start_time_elapsed
2.601912,0.0
1.33088,5.0
3.466432,10.0
3.316592,15.0
3.158376,20.0
3.209328,25.0
3.343032,30.0
3.017824,35.0
3.242392,40.0
1.689136,45.0
3.211064,50.0
2.797688,55.0
3.00572,60.0
2.772824,65.0
3.734792,70.0
2.910016,75.0
3.168112,80.0
2.670424,85.0
3.190592,90.0
2.757736,95.0
3.00536,100.0
3.110904,105.0
3.258256,110.0
1.602648,115.0
3.003104,120.0
3.559368,125.0
3.315632,130.0
3.27892,135.0
1.60628,140.0
3.658696,145.0
3.334888,150.0
2.836104,155.0
1.723464,160.0
2.909288,165.0
2.811848,170.0
2.923968,175.0
3.50308,180.0
3.492992,185.0
3.497912,190.0
3.342952,195.0
3.155944,200.0
3.7054,205.0
3.24372,210.0
3.541808,215.0
3.480536,220.0
3.465512,225.0
1.644896,230.0
3.473864,235.0
2.895824,240.0
3.575128,245.0
3.370032,250.0
3.349456,255.0
3.418368,260.0
3.445808,265.0
3.380488,270.0
3.292424,275.0
2.973696,280.0
2.28856,285.0
3.074768,290.0
