bandwidth,start_time_elapsed
3.272168,0.0
3.245496,5.0
3.216688,10.0
3.268096,15.0
3.208096,20.0
3.285368,25.0
2.896432,30.0
3.232168,35.0
3.191184,40.0
3.259776,45.0
3.271256,50.0
3.2584,55.0
3.199592,60.0
3.302712,65.0
3.292936,70.0
3.156496,75.0
3.207024,80.0
3.214152,85.0
3.242928,90.0
3.23412,95.0
3.27552,100.0
3.179008,105.0
3.207384,110.0
3.239952,115.0
3.139072,120.0
3.244344,125.0
3.1242,130.0
3.268776,135.0
3.235024,140.0
3.203216,145.0
3.291248,150.0
3.193488,155.0
3.238792,160.0
3.256432,165.0
3.254632,170.0
3.26872,175.0
3.245008,180.0
3.286392,185.0
3.314304,190.0
3.248864,195.0
3.290152,200.0
3.262792,205.0
3.125168,210.0
3.246856,215.0
3.197504,220.0
3.275248,225.0
3.168552,230.0
3.269736,235.0
3.191976,240.0
3.248808,245.0
3.300816,250.0
3.263128,255.0
3.197664,260.0
3.26508,265.0
3.225808,270.0
3.197064,275.0
3.254464,280.0
3.05208,285.0
3.221072,290.0
