bandwidth,start_time_elapsed
2.15632,0.0
2.397064,5.0
2.458272,10.0
2.274312,15.0
2.4538,20.0
2.275016,25.0
2.099008,30.0
2.443432,35.0
2.34576,40.0
2.002408,45.0
1.075888,50.0
2.482176,55.0
2.455248,60.0
2.457976,65.0
2.405248,70.0
2.47508,75.0
2.43324,80.0
2.275808,85.0
2.366616,90.0
2.441568,95.0
2.363624,100.0
1.52748,105.0
2.448808,110.0
2.486968,115.0
2.467888,120.0
2.477872,125.0
2.461728,130.0
2.235808,135.0
2.387976,140.0
2.333176,145.0
2.429096,150.0
2.35844,155.0
2.36936,160.0
2.43912,165.0
2.445064,170.0
2.339416,175.0
2.37916,180.0
2.315224,185.0
2.481528,190.0
2.308256,195.0
2.468888,200.0
2.438848,205.0
2.223408,210.0
2.412272,215.0
2.421176,220.0
2.360472,225.0
2.424648,230.0
2.433952,235.0
2.364328,240.0
2.387632,245.0
2.449776,250.0
2.379896,255.0
2.280656,260.0
2.354624,265.0
2.398552,270.0
2.444808,275.0
2.366488,280.0
2.23512,285.0
2.514888,290.0
