size,trans_time,cwnd,rtt,rto,ssthresh,last_snd,min_rtt,delivery_rate,start_time_elapsed,end_time_elapsed,throughput
30.382,228.0,10.0,83.73,284.0,2147483647.0,0.088,83.52,0.135944,0.0,0.228,1.0660350877192983
20.288,172.0,32.0,99.106,300.0,2147483647.0,0.116,83.52,1.537152,0.228,0.4,0.9436279069767441
56.755,262.0,32.0,116.784,320.0,2147483647.0,0.152,83.52,1.537152,0.401,0.663,1.7329770992366413
55.635000000000005,244.0,72.0,149.493,352.0,2147483647.0,0.16,83.52,2.592768,0.663,0.907,1.824098360655738
44.464,211.0,78.0,169.774,372.0,2147483647.0,0.208,83.52,2.592768,0.907,1.118,1.6858388625592418
44.82,216.0,78.0,156.091,360.0,2147483647.0,0.184,83.52,2.592768,1.119,1.335,1.66
51.41499999999999,233.0,78.0,157.84699999999998,360.0,2147483647.0,0.192,83.52,2.592768,1.335,1.568,1.765321888412017
53.125,237.0,78.0,166.5,368.0,2147483647.0,0.2,83.52,2.592768,1.569,1.806,1.7932489451476794
924.046,3001.0,78.0,166.92499999999998,368.0,2147483647.0,0.204,83.52,2.592768,1.809,4.81,2.4633015661446187
95.183,397.0,193.0,849.697,1052.0,171.0,0.86,83.52,2.464104,4.81,5.207,1.918045340050378
901.053,2855.0,193.0,186.195,684.0,171.0,0.336,83.52,2.478168,5.326,8.181,2.524842031523643
879.41,2409.0,224.0,855.2030000000001,1192.0,171.0,0.852,83.52,2.598056,8.184,10.593,2.920415110004151
881.81,2471.0,251.0,909.558,1264.0,171.0,0.916,83.52,3.05216,10.596,13.067,2.8549089437474704
47.001,225.0,293.0,1060.854,1476.0,171.0,1.068,83.52,2.874592,13.068,13.293,1.6711466666666666
884.322,2679.0,293.0,216.081,856.0,171.0,0.144,83.52,2.874592,13.296,15.975,2.6407525195968646
895.396,2451.0,386.0,1332.28,1848.0,171.0,1.34,83.52,2.732416,15.978,18.429,2.922549163606691
874.609,2073.0,487.0,1430.7,2044.0,171.0,1.432,83.52,3.229928,18.432,20.505,3.375239749155813
1065.802,2705.0,563.0,1599.607,2356.0,171.0,1.608,83.52,3.540384,20.509,23.214,3.1520946395563767
55.761,266.0,666.0,2037.193,2888.0,171.0,2.064,83.52,3.1862960000000005,23.215,23.481,1.6770225563909775
1049.17,3403.0,666.0,263.47900000000004,1564.0,171.0,0.184,83.52,3.1862960000000005,23.484,26.887,2.4664590067587424
