bandwidth,start_time_elapsed
2.886912,0.0
2.581528,5.0
3.149624,10.0
2.839024,15.0
3.664064,20.0
2.633344,25.0
3.787048,30.0
2.565464,35.0
3.794504,40.0
3.316104,45.0
3.536008,50.0
3.20312,55.0
2.655784,60.0
2.52172,65.0
3.339824,70.0
2.49416,75.0
3.422544,80.0
2.725608,85.0
3.379936,90.0
3.380928,95.0
3.077224,100.0
3.588272,105.0
2.862696,110.0
3.452728,115.0
3.385128,120.0
2.661472,125.0
2.793656,130.0
3.547968,135.0
3.237112,140.0
3.395616,145.0
3.046072,150.0
2.561104,155.0
2.462544,160.0
2.1952,165.0
2.679936,170.0
2.432,175.0
2.734032,180.0
2.862432,185.0
2.71424,190.0
3.360408,195.0
3.128616,200.0
2.876248,205.0
2.83116,210.0
2.729864,215.0
3.002696,220.0
3.097432,225.0
2.185648,230.0
3.738232,235.0
3.664304,240.0
3.109128,245.0
3.121288,250.0
3.837264,255.0
2.65976,260.0
3.851352,265.0
2.809496,270.0
2.734256,275.0
2.703808,280.0
3.318704,285.0
2.125928,290.0
