bandwidth,start_time_elapsed
2.948056,0.0
2.943592,5.0
2.853416,10.0
2.911488,15.0
2.942376,20.0
2.676888,25.0
2.651024,30.0
2.900096,35.0
2.93064,40.0
2.919528,45.0
2.939304,50.0
2.906488,55.0
2.850768,60.0
2.955128,65.0
2.920928,70.0
2.955584,75.0
2.960072,80.0
2.949128,85.0
2.901584,90.0
2.838632,95.0
2.95136,100.0
2.920464,105.0
2.836216,110.0
2.942272,115.0
2.845888,120.0
2.839696,125.0
2.956544,130.0
2.956376,135.0
2.90416,140.0
2.847616,145.0
2.848552,150.0
2.821664,155.0
2.947248,160.0
2.955144,165.0
2.9568,170.0
2.856456,175.0
2.786544,180.0
2.82908,185.0
2.944488,190.0
2.856784,195.0
2.959008,200.0
2.904144,205.0
2.851216,210.0
2.937104,215.0
2.937536,220.0
2.85032,225.0
2.851152,230.0
2.686024,235.0
2.946584,240.0
2.956504,245.0
2.948336,250.0
1.348136,255.0
2.909944,260.0
2.91008,265.0
2.860256,270.0
2.859608,275.0
2.921088,280.0
2.755808,285.0
2.907032,290.0
