bandwidth,start_time_elapsed
2.282376,0.0
2.762584,5.0
3.222696,10.0
3.188136,15.0
3.484448,20.0
1.255944,25.0
3.615168,30.0
1.49,35.0
3.134792,40.0
2.64992,45.0
2.3672,50.0
2.804328,55.0
2.508776,60.0
2.003208,65.0
2.452688,70.0
3.684864,75.0
1.19372,80.0
3.663728,85.0
3.629016,90.0
1.491888,95.0
3.149568,100.0
3.417888,105.0
2.285632,110.0
2.820168,115.0
2.86236,120.0
2.330048,125.0
2.333384,130.0
3.269016,135.0
1.905952,140.0
1.347088,145.0
2.693504,150.0
2.851848,155.0
3.075184,160.0
3.222968,165.0
3.132808,170.0
3.43108,175.0
2.819592,180.0
2.783784,185.0
2.758168,190.0
1.663216,195.0
3.106784,200.0
3.151144,205.0
3.01112,210.0
2.392432,215.0
1.254032,220.0
2.651896,225.0
2.542584,230.0
2.995272,235.0
3.254984,240.0
2.789432,245.0
2.977976,250.0
2.308224,255.0
2.106008,260.0
3.020512,265.0
3.531688,270.0
3.248208,275.0
3.258856,280.0
2.36768,285.0
2.691424,290.0
