bandwidth,start_time_elapsed
2.37188,0.0
2.85632,5.0
2.85644,10.0
2.689776,15.0
2.386888,20.0
2.199504,25.0
2.852936,30.0
2.632352,35.0
2.30444,40.0
2.74936,45.0
2.14528,50.0
2.222368,55.0
2.415568,60.0
2.945832,65.0
1.849512,70.0
2.784032,75.0
2.904712,80.0
2.143184,85.0
2.14908,90.0
2.262688,95.0
2.041352,100.0
1.019288,105.0
2.550656,110.0
2.326184,115.0
3.045032,120.0
2.851904,125.0
2.49,130.0
2.611704,135.0
2.593312,140.0
2.654976,145.0
2.912072,150.0
2.073496,155.0
2.747856,160.0
2.779136,165.0
2.779264,170.0
2.897168,175.0
2.889384,180.0
2.939168,185.0
2.899792,190.0
2.319448,195.0
2.371608,200.0
2.835352,205.0
2.871336,210.0
2.40332,215.0
2.733472,220.0
2.85764,225.0
2.7308,230.0
2.817472,235.0
2.856136,240.0
2.80056,245.0
2.106576,250.0
2.233312,255.0
2.803808,260.0
2.651744,265.0
2.80176,270.0
2.786384,275.0
2.587912,280.0
2.30776,285.0
2.893568,290.0
