bandwidth,start_time_elapsed
4.090648,0.0
4.048,5.0
3.781288,10.0
4.450688,15.0
3.895192,20.0
3.958128,25.0
2.864896,30.0
3.853936,35.0
3.653912,40.0
3.01708,45.0
3.547912,50.0
2.741304,55.0
3.92572,60.0
4.037472,65.0
4.359864,70.0
4.053264,75.0
4.072824,80.0
4.501888,85.0
3.731912,90.0
3.039608,95.0
4.197024,100.0
4.534432,105.0
3.237616,110.0
3.73916,115.0
3.732656,120.0
2.970576,125.0
3.953424,130.0
4.068864,135.0
3.687272,140.0
3.752112,145.0
4.380488,150.0
3.38396,155.0
3.641848,160.0
4.396488,165.0
4.092384,170.0
4.183544,175.0
3.903648,180.0
3.312752,185.0
4.424528,190.0
4.11508,195.0
3.71044,200.0
3.752432,205.0
3.81052,210.0
4.140152,215.0
3.838424,220.0
4.112128,225.0
4.374992,230.0
3.893952,235.0
4.080984,240.0
3.59392,245.0
3.849312,250.0
3.681936,255.0
4.326368,260.0
3.759976,265.0
3.318024,270.0
3.915168,275.0
3.920472,280.0
2.78804,285.0
3.755696,290.0
