bandwidth,start_time_elapsed
3.985392,0.0
3.902872,5.0
4.029632,10.0
3.94068,15.0
3.962712,20.0
3.915888,25.0
4.069576,30.0
4.01456,35.0
3.980656,40.0
4.005304,45.0
3.921632,50.0
3.904992,55.0
4.009696,60.0
3.995904,65.0
4.026448,70.0
3.988496,75.0
4.058328,80.0
3.978256,85.0
3.867368,90.0
4.05812,95.0
3.977648,100.0
4.019696,105.0
3.956744,110.0
3.818656,115.0
3.991832,120.0
4.04528,125.0
4.035472,130.0
2.247496,135.0
4.014144,140.0
4.084408,145.0
4.15936,150.0
4.034064,155.0
4.049544,160.0
3.909904,165.0
3.651528,170.0
4.025176,175.0
3.999912,180.0
3.902072,185.0
3.95844,190.0
4.095368,195.0
3.918216,200.0
3.758064,205.0
3.822976,210.0
3.994728,215.0
3.91036,220.0
3.987224,225.0
4.089472,230.0
3.807496,235.0
3.94892,240.0
3.937456,245.0
4.095336,250.0
4.133832,255.0
4.04868,260.0
4.010848,265.0
2.0904,270.0
4.027344,275.0
4.009032,280.0
4.00552,285.0
4.033128,290.0
