bandwidth,start_time_elapsed
3.241656,0.0
4.02144,5.0
3.839856,10.0
4.011624,15.0
4.003584,20.0
3.88932,25.0
3.989544,30.0
3.242488,35.0
4.009008,40.0
4.009888,45.0
4.023768,50.0
4.008496,55.0
3.935928,60.0
4.022992,65.0
4.034656,70.0
3.92152,75.0
3.9802,80.0
4.028328,85.0
4.021656,90.0
3.998376,95.0
4.027656,100.0
2.987432,105.0
3.92492,110.0
4.031696,115.0
4.043952,120.0
2.024192,125.0
4.018856,130.0
4.024152,135.0
4.03588,140.0
4.015992,145.0
4.010392,150.0
4.015568,155.0
4.004824,160.0
4.013352,165.0
4.038568,170.0
4.025856,175.0
4.040704,180.0
4.016672,185.0
4.006576,190.0
4.030864,195.0
4.019168,200.0
4.005672,205.0
4.012336,210.0
4.01892,215.0
4.0316,220.0
4.013256,225.0
4.014128,230.0
3.759464,235.0
3.773408,240.0
4.031664,245.0
2.850792,250.0
4.014808,255.0
4.031112,260.0
4.032376,265.0
3.97244,270.0
3.982696,275.0
3.929072,280.0
4.00456,285.0
2.942232,290.0
