bandwidth,start_time_elapsed
3.524808,0.0
3.241688,5.0
3.285616,10.0
3.405824,15.0
2.520152,20.0
1.888784,25.0
3.203344,30.0
3.065144,35.0
4.261344,40.0
2.621672,45.0
2.842672,50.0
2.85492,55.0
3.2168,60.0
3.169176,65.0
3.54744,70.0
3.365952,75.0
2.856632,80.0
3.434944,85.0
3.302264,90.0
3.027816,95.0
3.264056,100.0
3.300144,105.0
3.348656,110.0
2.627472,115.0
3.173176,120.0
2.622312,125.0
3.050344,130.0
3.584032,135.0
3.727216,140.0
3.709264,145.0
3.238304,150.0
2.938744,155.0
2.69292,160.0
3.8082,165.0
2.807648,170.0
2.901872,175.0
3.50048,180.0
3.399712,185.0
3.001536,190.0
4.7556,195.0
4.967304,200.0
4.347632,205.0
2.13616,210.0
3.259648,215.0
3.24744,220.0
2.863104,225.0
2.850184,230.0
3.32656,235.0
3.40996,240.0
3.123736,245.0
3.342784,250.0
3.626792,255.0
3.018568,260.0
3.40768,265.0
3.203232,270.0
3.172472,275.0
3.105544,280.0
2.875744,285.0
3.388944,290.0
