bandwidth,start_time_elapsed
4.629472,0.0
3.208032,5.0
3.16192,10.0
3.145016,15.0
3.202,20.0
3.184776,25.0
3.100296,30.0
4.648824,35.0
3.137152,40.0
4.704056,45.0
2.815208,50.0
2.765104,55.0
2.774632,60.0
2.771592,65.0
4.64432,70.0
3.198192,75.0
3.200808,80.0
4.676408,85.0
3.218568,90.0
4.722032,95.0
4.732712,100.0
4.739104,105.0
4.712152,110.0
3.233408,115.0
3.260312,120.0
3.20484,125.0
3.210952,130.0
3.250048,135.0
3.234376,140.0
3.227816,145.0
4.671744,150.0
4.658072,155.0
3.26448,160.0
4.651136,165.0
3.193312,170.0
3.201136,175.0
3.22756,180.0
3.156896,185.0
3.208352,190.0
4.651744,195.0
3.24984,200.0
3.184408,205.0
3.159824,210.0
3.254456,215.0
3.19456,220.0
3.20912,225.0
3.183352,230.0
4.696784,235.0
4.736616,240.0
4.753576,245.0
4.738032,250.0
4.671192,255.0
4.768424,260.0
4.721656,265.0
4.665328,270.0
4.50612,275.0
4.77136,280.0
4.751192,285.0
4.670176,290.0
