bandwidth,start_time_elapsed
4.096952,0.0
3.468864,5.0
4.275728,10.0
4.26968,15.0
3.509496,20.0
3.876376,25.0
3.954632,30.0
3.29372,35.0
4.1856,40.0
4.250824,45.0
4.126904,50.0
4.169096,55.0
4.013544,60.0
4.150928,65.0
4.147008,70.0
4.05848,75.0
3.44,80.0
3.105448,85.0
3.90348,90.0
2.220264,95.0
2.999864,100.0
3.832264,105.0
3.749448,110.0
3.793816,115.0
3.82668,120.0
3.992912,125.0
3.885544,130.0
3.883176,135.0
2.515144,140.0
2.294624,145.0
3.207384,150.0
3.043232,155.0
3.894072,160.0
3.889384,165.0
3.060536,170.0
3.21532,175.0
3.144104,180.0
3.933032,185.0
3.187304,190.0
3.221616,195.0
3.89724,200.0
3.186768,205.0
3.234816,210.0
3.765032,215.0
3.900464,220.0
3.912416,225.0
3.103288,230.0
3.723048,235.0
3.917072,240.0
3.919832,245.0
3.126,250.0
2.361904,255.0
3.777392,260.0
3.100248,265.0
2.982808,270.0
3.172664,275.0
3.172192,280.0
3.08868,285.0
3.856592,290.0
