bandwidth,start_time_elapsed
3.2618,0.0
3.42832,5.0
3.40696,10.0
3.432256,15.0
3.460584,20.0
3.412552,25.0
3.444648,30.0
3.30108,35.0
3.367784,40.0
3.434696,45.0
3.455712,50.0
3.265624,55.0
3.388928,60.0
3.193672,65.0
3.443264,70.0
3.452424,75.0
3.3604,80.0
3.180168,85.0
3.388232,90.0
3.379664,95.0
3.226264,100.0
2.806584,105.0
3.44828,110.0
3.303696,115.0
3.40308,120.0
3.441408,125.0
3.447352,130.0
3.465768,135.0
3.300256,140.0
3.296312,145.0
3.430416,150.0
3.437072,155.0
3.179984,160.0
3.17096,165.0
3.436616,170.0
3.420056,175.0
3.189544,180.0
1.938544,185.0
3.4074,190.0
3.450456,195.0
3.410848,200.0
3.443568,205.0
3.296032,210.0
3.4576,215.0
3.440728,220.0
3.456424,225.0
3.439824,230.0
3.40796,235.0
3.169336,240.0
3.136736,245.0
3.485584,250.0
3.47764,255.0
3.457832,260.0
3.460416,265.0
3.452544,270.0
3.454488,275.0
3.435768,280.0
3.047456,285.0
3.384144,290.0
