bandwidth,start_time_elapsed
3.93384,0.0
3.644392,5.0
3.441088,10.0
3.411496,15.0
3.180496,20.0
3.233448,25.0
3.714888,30.0
3.88208,35.0
3.285176,40.0
2.806584,45.0
3.558032,50.0
4.153016,55.0
3.807072,60.0
3.982128,65.0
3.100704,70.0
3.130448,75.0
4.104672,80.0
3.87768,85.0
3.691128,90.0
4.075656,95.0
3.97336,100.0
4.215032,105.0
4.090608,110.0
4.085152,115.0
3.966984,120.0
4.095096,125.0
2.1946,130.0
4.131736,135.0
3.662104,140.0
3.868496,145.0
2.887864,150.0
3.552128,155.0
4.965888,160.0
4.442672,165.0
4.727856,170.0
4.827608,175.0
3.601568,180.0
2.90096,185.0
3.56124,190.0
3.529144,195.0
3.336896,200.0
3.304896,205.0
3.841224,210.0
3.342968,215.0
3.511216,220.0
3.490088,225.0
3.67996,230.0
3.7736,235.0
3.081592,240.0
2.929704,245.0
3.392704,250.0
3.322952,255.0
3.107152,260.0
3.171928,265.0
4.086472,270.0
3.156408,275.0
3.468216,280.0
2.771816,285.0
3.042,290.0
