bandwidth,start_time_elapsed
1.49544,0.0
1.604712,5.0
1.671048,10.0
1.646928,15.0
1.81072,20.0
1.551056,25.0
1.96196,30.0
1.89528,35.0
1.743608,40.0
1.801496,45.0
1.655896,50.0
1.619,55.0
1.821328,60.0
1.7656,65.0
1.549296,70.0
1.48612,75.0
1.920576,80.0
1.73332,85.0
2.194648,90.0
1.855032,95.0
1.59028,100.0
1.45936,105.0
1.873656,110.0
1.714336,115.0
1.469888,120.0
1.6242,125.0
1.838392,130.0
1.253728,135.0
2.062368,140.0
1.938208,145.0
2.24852,150.0
2.227968,155.0
2.291288,160.0
1.957072,165.0
2.165528,170.0
1.832288,175.0
2.017712,180.0
1.684952,185.0
1.786464,190.0
2.109024,195.0
1.992512,200.0
2.005992,205.0
2.063544,210.0
1.75884,215.0
2.1176,220.0
1.959768,225.0
1.840904,230.0
2.042432,235.0
2.131752,240.0
2.06812,245.0
1.887472,250.0
1.871736,255.0
2.006904,260.0
1.951264,265.0
1.8366,270.0
1.459256,275.0
1.785864,280.0
1.716312,285.0
1.696048,290.0
1.170024,295.0
