bandwidth,start_time_elapsed
2.24072,0.0
2.12016,5.0
2.415712,10.0
2.84528,15.0
2.208608,20.0
2.64712,25.0
2.31516,30.0
3.100408,35.0
2.61224,40.0
3.046704,45.0
3.371288,50.0
2.446944,55.0
2.29908,60.0
2.758704,65.0
2.652856,70.0
2.953992,75.0
3.502608,80.0
2.762592,85.0
2.755264,90.0
2.749104,95.0
2.942584,100.0
3.000592,105.0
2.715064,110.0
2.996728,115.0
2.646832,120.0
2.449408,125.0
2.933936,130.0
2.787552,135.0
1.918176,140.0
2.979,145.0
2.202536,150.0
1.985656,155.0
3.17228,160.0
2.52272,165.0
2.9774,170.0
3.317064,175.0
1.728192,180.0
3.0306,185.0
2.644896,190.0
2.653152,195.0
2.52204,200.0
2.488432,205.0
2.470552,210.0
2.302568,215.0
2.720432,220.0
2.563424,225.0
2.968824,230.0
2.94156,235.0
2.965232,240.0
3.183224,245.0
3.009792,250.0
2.550472,255.0
3.05448,260.0
2.918088,265.0
3.25384,270.0
2.81104,275.0
3.049832,280.0
2.329528,285.0
2.712168,290.0
