bandwidth,start_time_elapsed
3.168648,0.0
4.001,5.0
3.502416,10.0
3.062016,15.0
3.981336,20.0
3.8832,25.0
4.439704,30.0
4.111328,35.0
3.997568,40.0
4.141464,45.0
3.238528,50.0
3.290288,55.0
3.827832,60.0
3.957896,65.0
1.621224,70.0
1.516296,75.0
3.008968,80.0
4.26888,85.0
3.29316,90.0
3.108648,95.0
2.86852,100.0
3.745112,105.0
4.133392,110.0
4.028536,115.0
1.872096,120.0
3.712056,125.0
2.22816,130.0
3.59052,135.0
4.153144,140.0
4.430232,145.0
3.8138,150.0
4.212008,155.0
4.118192,160.0
4.321168,165.0
4.305816,170.0
4.139016,175.0
3.241264,180.0
3.353224,185.0
2.802784,190.0
3.832608,195.0
3.210584,200.0
3.706288,205.0
3.310984,210.0
3.283016,215.0
3.253088,220.0
3.461664,225.0
3.467768,230.0
3.096648,235.0
3.49192,240.0
4.236688,245.0
3.90596,250.0
3.50856,255.0
3.076016,260.0
3.43156,265.0
3.33556,270.0
3.73744,275.0
3.865528,280.0
3.377376,285.0
3.317856,290.0
