bandwidth,start_time_elapsed
1.893744,0.0
3.5338,5.0
3.450336,10.0
3.448832,15.0
2.875024,20.0
3.481968,25.0
3.595784,30.0
3.57244,35.0
3.495896,40.0
2.828496,45.0
3.507368,50.0
3.532808,55.0
3.560896,60.0
2.970264,65.0
1.635368,70.0
3.55464,75.0
3.572752,80.0
3.556312,85.0
3.488712,90.0
3.53356,95.0
3.536224,100.0
3.53208,105.0
3.478848,110.0
3.443592,115.0
3.497944,120.0
2.630696,125.0
3.009688,130.0
3.365304,135.0
3.501592,140.0
3.530848,145.0
3.516592,150.0
3.520904,155.0
3.524168,160.0
3.549536,165.0
3.49348,170.0
3.44532,175.0
3.216736,180.0
1.614112,185.0
3.543784,190.0
3.504112,195.0
3.36152,200.0
3.599784,205.0
3.55028,210.0
3.403416,215.0
3.529408,220.0
3.572024,225.0
3.321768,230.0
2.391424,235.0
3.165432,240.0
2.7806,245.0
3.381392,250.0
3.557144,255.0
3.532504,260.0
3.45976,265.0
3.493088,270.0
3.501952,275.0
3.397248,280.0
2.915296,285.0
3.37128,290.0
