size,trans_time,cwnd,rtt,rto,ssthresh,last_snd,min_rtt,delivery_rate,start_time_elapsed,end_time_elapsed,throughput
30.382,232.0,10.0,83.08,284.0,2147483647.0,0.088,82.915,0.139704,0.0,0.232,1.0476551724137932
20.288,145.0,32.0,98.982,300.0,2147483647.0,0.112,82.915,1.441176,0.232,0.377,1.1193379310344829
56.755,250.0,32.0,107.725,308.0,2147483647.0,0.124,82.915,1.441176,0.378,0.628,1.81616
55.635000000000005,236.0,72.0,140.923,344.0,2147483647.0,0.148,82.915,2.7798,0.629,0.865,1.8859322033898307
44.464,203.0,78.0,168.828,372.0,2147483647.0,0.2,82.915,2.7798,0.865,1.068,1.7522758620689656
44.82,209.0,78.0,150.825,352.0,2147483647.0,0.176,82.915,2.7798,1.068,1.277,1.715598086124402
51.41499999999999,222.0,78.0,148.377,352.0,2147483647.0,0.184,82.915,2.7798,1.277,1.499,1.8527927927927925
53.125,227.0,78.0,156.333,360.0,2147483647.0,0.196,82.915,2.7798,1.5,1.727,1.8722466960352422
924.046,2446.0,78.0,159.452,360.0,2147483647.0,0.192,82.915,2.7798,1.73,4.176,3.022227309893704
1521.062,3872.0,194.0,661.1550000000001,864.0,170.0,0.672,82.915,3.1940640000000005,4.181,8.053,3.142690082644628
46.055,202.0,244.0,841.081,1088.0,170.0,0.856,82.915,3.144984,8.053,8.255,1.823960396039604
879.41,2311.0,244.0,182.139,684.0,170.0,0.12,82.915,3.144984,8.259,10.57,3.0442578970142793
881.81,2339.0,274.0,947.848,1352.0,170.0,0.96,82.915,3.183528,10.573,12.912,3.0160239418554937
47.001,214.0,320.0,1062.7340000000002,1484.0,170.0,1.072,82.915,3.113264,12.912,13.126,1.7570467289719625
884.322,2463.0,320.0,214.739,844.0,170.0,0.34,82.915,3.113264,13.329,15.792,2.872341047503045
895.396,2503.0,410.0,1312.56,1816.0,170.0,1.32,82.915,2.978168,15.795,18.298,2.8618330003995203
874.609,2466.0,512.0,1627.142,2320.0,170.0,1.64,82.915,2.97568,18.301,20.767,2.837336577453366
1065.802,2866.0,603.0,2003.055,2892.0,170.0,2.02,82.915,2.9574,20.77,23.636,2.9750230286113046
55.761,226.0,712.0,2256.986,3392.0,170.0,2.256,82.915,3.1054000000000004,23.637,23.863,1.9738407079646019
1049.17,2647.0,712.0,247.953,1648.0,170.0,0.14,82.915,3.1054000000000004,23.867,26.514,3.170895353230072
988.751,2432.0,712.0,2419.318,3652.0,170.0,2.476,82.915,3.289392,26.517,28.949,3.252470394736842
48.163,199.0,712.0,2054.681,3548.0,170.0,2.104,82.915,3.3822239999999995,28.95,29.149,1.9362010050251255
856.956,2083.0,712.0,287.954,1684.0,170.0,0.312,82.915,3.3822239999999995,29.329,31.412,3.291237638022084
890.832,2031.0,712.0,1867.732,3144.0,170.0,1.92,82.915,3.45224,31.415,33.446,3.5089394387001476
641.414,1389.0,712.0,1686.047,2744.0,170.0,1.736,82.915,3.708568,33.448,34.837,3.6942491000719944
707.429,1525.0,712.0,1107.536,2032.0,170.0,1.636,82.915,3.925504,35.329,36.854,3.711102950819672
828.091,1930.0,712.0,1247.368,2012.0,170.0,1.764,82.915,3.953616,37.329,39.259,3.432501554404145
1068.161,2476.0,712.0,1620.8149999999998,2464.0,170.0,1.736,82.915,3.592712,39.33,41.806,3.4512471728594507
1037.055,2681.0,712.0,2110.596,2988.0,170.0,2.164,82.915,3.596376,41.809,44.49,3.094531891085416
1023.238,2754.0,712.0,2306.408,3552.0,170.0,2.364,82.915,3.177808,44.493,47.247,2.9723689179375454
51.377,222.0,712.0,2347.503,3712.0,170.0,2.404,82.915,3.089936,47.247,47.469,1.8514234234234235
708.868,1923.0,712.0,293.419,1892.0,170.0,0.128,82.915,3.136912,47.471,49.394,2.9490088403536143
828.4599999999999,2233.0,712.0,1725.834,3056.0,170.0,1.78,82.915,3.098544,49.397,51.63,2.9680609046126283
1373.604,3733.0,712.0,1878.635,2828.0,170.0,1.932,82.915,3.097024,51.634,55.367,2.943699973211894
46.483,210.0,1152.0,2938.744,3996.0,170.0,2.972,82.915,3.004808,55.368,55.578,1.7707809523809523
1012.395,2853.0,1152.0,420.156,2308.0,170.0,0.152,82.915,3.004808,55.581,58.434,2.8388222923238695
976.077,2872.0,1152.0,2623.154,4400.0,170.0,2.688,82.915,2.941032,58.437,61.309,2.7188774373259053
63.858,268.0,1152.0,2498.63,4276.0,170.0,2.556,82.915,2.809672,61.31,61.578,1.9062089552238806
880.905,2516.0,1152.0,273.712,1976.0,170.0,0.2,82.915,2.809672,61.582,64.098,2.8009697933227344
983.154,2751.0,1152.0,2347.149,3788.0,170.0,2.404,82.915,2.915248,64.101,66.852,2.859044711014177
65.04599999999999,262.0,1152.0,2401.356,3992.0,170.0,2.456,82.915,2.953304,66.853,67.115,1.9861374045801525
952.777,2964.0,1152.0,256.282,1884.0,170.0,0.656,82.915,2.953304,67.58,70.544,2.571597840755736
918.875,2696.0,1152.0,2784.725,4148.0,170.0,2.848,82.915,2.64984,70.546,73.242,2.726632047477745
53.061,220.0,1152.0,2326.458,3852.0,170.0,2.38,82.915,2.844408,73.243,73.463,1.9294909090909091
954.841,2424.0,1152.0,310.935,1880.0,170.0,0.168,82.915,2.844408,73.467,75.891,3.1512904290429042
772.424,2036.0,1152.0,2243.195,3656.0,170.0,2.292,82.915,3.280136,75.893,77.929,3.035064833005894
978.867,2921.0,1152.0,1719.903,3232.0,170.0,1.78,82.915,3.164264,77.932,80.853,2.680909277644642
835.5480000000001,2365.0,1152.0,2579.287,3812.0,170.0,2.64,82.915,2.77312,80.856,83.221,2.82637801268499
45.177,192.0,1152.0,2020.447,3768.0,170.0,2.072,82.915,2.951544,83.222,83.414,1.882375
